Token,Lemma
jederjeit,Jederjeit
ee,ee
hren,hr
 , 
Ultimatum,Ultimatum
auf,auf
Räumung,Räumung
des,der
Baitifums,Baitifum
.,--
 , 
Telegraphisccher,Telegraphisccher
Bericht,Bericht
.,--
Versailles,Versailles
",",--
27.,27.
Soptembor,Soptembor
.,--
Temps,temps
meldet,melden
:,--
Der,der
Rat,Rat
de,de
Vo>/-cter,Vo>/-cter
der,der
Großmächte,Großmacht
hat,haben
heute,heute
vorritio3,vorritio3
:,--
e/<hlossen,e/<hlossen
",",--
 , 
Notter,Notter
dam,dam
",",--
38.,38.
September,September
.,--
Telege,Teleg
.,--
unseres,unser
Korrespondenten,Korrespondent
.,--
 , 
IE,iE
 , 
Aegberung,Aegberung
 , 
die,der
sofortige,sofortig
 , 
Litauen,Litauen
und,und
*,*
die,der
 , 
Generals,General
v.,v.
d.,d.
Gol,Gol
zu,zu
vorlanqen,vorlanqen
.,--
Wenn,wenn
die,der
M6,M6
SISI,SISI
",",--
SEHR,SEHR
INNE,INNE
:,--
Hontsche,Hontsch
Regierung,Regierung
dieler,dieel
leiten,leit
%,%
:,--
-fordorrn7,-fordorrn7
|,|
Toner,Toner
der,der
Thomas,Thomas
mit-,mit
nicht,nicht
Folge,Folge
leiste,leisten
",",--
daß,daß
ec,ec
im,in
Notsalle,Notsalle
dem,der
getroffen,treffen
werden,werden
",",--
 , 
|,|
|,|
 , 
pufühe,pufühen
und,und
jeder,jeder
Zufuhr,Zufuhr
von,von
Rohmaterialien,Rohmaterialie
an,an
französischen,französisch
Arbeiterk7eisen,Arbeiterk7eis
wurde,werden
Unter,unter
»,--
d,d
PIERSERNS,PIERSERNS
!,--
ME,ME
Ein,ein
hie,hie
"""",--
Gi,Gi
 , 
2.,2.
den,der
Abbruch,Abbruch
aller,aller
Berhandlunen,Berhandlun
finon-,finon
von,von
tHcland,THcland
|,|
graphisch,Graphisch
aufgefordert,auffordern
",",--
die,der
Arbeit,Arbeit
nicht,nicht
früher,früh
borgt,borgen
X,X
rung,Rung
),--
MN,MN
EIER,EIER
niederzulegen,niederzulegen
",",--
als,als
bis,bis
sie,sie
Instruktionen,Instruktion
von,von
ihm,ihm
auf,auf
die,der
Kreditbewilligung,Kreditbewilligung
.,--
emp,emp
/,--
angen,Ang
hat,haben
.,--
