Token,Lemma
8,8
 , 
Bert,Bert
",",--
Kinblieteit,Kinblieteit
 , 
TTeuerungdpuschiaa,TTeuerungdpuschiaa
der,der
Rudnit,Rudnit
Etelienzeiude,Etelienzeiude
2,2
),--
Vf,Vf
»,--
UedeÄ,UedeÄ
/,--
Griftde,Griftde
Borte,Bort
50,50
Vi,Vi
.,--
Teuerungtzuselag,Teuerungtzuselag
40,40
%,%
.,--
Keine,kein
Vero,Vero
 , 
der,der
tägl,tägl
um,um
3,3
Uhr,Uhr
dure,duren
die,der
Uustein-Ainalen,Uustein-Ainale
verteitt,verteitt
wirde,wird
 , 
Anzeigen,Anzeige
;,--
LOM,LOM
.,--
die,der
ele,ele
",",--
gela,Gela
.,--
26,26
Vf,Vf
.,--
das,der
eine,ein
deitimimte,deitimimt
Num,Num
 , 
“,--
1Seinen,1Seinen
",",--
fos,fos
dis,dis
"2,41","2,41"
hx,Hx
mittaas,Mittaas
im,in
je,je
bE,bE
/,--
ond,ond
.,--
Voten,Voten
11,11
Berl,Berl
.,--
ArbeitS,ArbeitS
ar,ar
 , 
&,&
4.,4.
er,er
1180,1180
dis,dis
11860.,11860.
 , 
Berlängerung,Berlängerung
des,der
Baffenstillitandes,Baffenstillitand
.,--
 , 
Meldung,Meldung
des,der
Reuterschen,Reutersch
Büro,Büro
 , 
London,London
",",--
4.,4.
Dezember,Dezember
.,--
Die,der
interalliier,interalliier
:,--
e,e
Konferenz,Konferenz
besprach,besprach
die,der
Dauer,Dauer
des,der
Wasfenstillstandes,Wasfenstillstand
",",--
der,der
wahrscheinlich,wahrscheinlich
verlängert,verlängern
werden,werden
wird,werden
.,--
Die,der
allgemeine,allgemein
Friedenskonferenz,Friedenskonferenz
wird,werden
in,in
Paris,Paris
wahrscheinlich,wahrscheinlich
Ende,Ende
Januar,Januar
stattfinden,stattfinden
.,--
 , 
Enkeutepläne,Enkeuteplan
für,für
die,der
Besekung,Besekung
Berlins,Berlin
.,--
 , 
Telegraphischer,Telegraphischer
Bericht,Bericht
.,--
 , 
Vafel,Vafel
",",--
4.,4.
Dezember,Dezember
.,--
 , 
Nach,nach
Erklärungen,Erklärung
zuverlässiger,zuverlässig
En-,En
 , 
tentekreise,Tentekreise
haben,haben
die,der
Alliierten,alliierter
ve-,ve
 , 
s>1ossen,s>1ossen
",",--
daß,daß
die,der
Ententetrappen,Ententetrappe
in,in
 , 
Verlin,Verlin
ihren,ihr
Triumpheinzug,Triumpheinzug
halten,halten
sollen,sollen
.,--
 , 
.,--
 , 
Wie,wie
der,der
amerikanische,amerikanisch
 , 
FunkspruH,FunkspruH
B<:max,B<:max
vom,von
29.,29.
November,November
1918.,1918.
meldet,melden
.,--
son,son
Alliierte,Alliierte
und,und
aw,aw
:,--
oritauische,oritauisch
Trup,Trup
»,--
pen,pen
Berlin,Berlin
zeitweilig,zeitweilig
besetzen,besetzen
",",--
um,um
dort,dort
Poitizeidienfte,Poitizeidienfte
u,u
versehen,versehen
.,--
 , 
*,*
 , 
In,in
der,der
