Token,Lemma
3,3
],]
 , 
UE,UE
 , 
],]
],]
.,--
1,1
3,3
',--
4,4
4,4
.,--
.,--
3,3
0.,0.
-,--
.,--
r,r
“,--
 , 
Der,der
Weg,Weg
zu,zu
praktischer,praktisch
Arbeit,Arbeit
.,--
 , 
Es,es
geht,gehen
eine,ein
große,groß
Unruhe,Unruhe
durc,durc
die,der
Welt,Welt
.,--
Man,man
fragt,fragen
sorgenvoll,sorgenvoll
",",--
ob,ob
sie,sie
aufbauend,aufbauend
oder,oder
auf-,auf
Wend,wend
sein,sein
wird,werden
.,--
Wenn,wenn
man,man
mit,mit
einem,ein
Eloge,Eloge
alles,alle
ausschalten,ausschalten
könnte,können
was,was
durch,durch
den,der
Ehrgeiz,Ehrgeiz
der,der
Vortführer,Vortführer
",",--
die,der
haßerfüllte,haßerfüllt
Spree,Spree
der,der
Ge,Ge
»,--
fährten,fährten
und,und
dure,duren
<,<
die,der
unflaren,unflar
Auflagen,Auflage
und,und
 , 
Vürsche,Vürsch
Unerfahrenen,Unerfahren
m,m
den,der
öffentlichen,öffentlich
Geist,Geist
hineirgetragen,hineirgetragen
wird,werden
",",--
dann,dann
würde,werden
mon,mon
vielleit,Vielleit
zur,zu
Ver,Ver
»,--
 , 
gesehen,sehen
",",--
daß,daß
 , 
heute,heute
einer,ein
früheren,früh
Zeit,Zeit
.,--
Redet,Redet
man,man
mit,mit
einem,ein
Mit-,Mit
glied,Glied
der,der
radikalsten,radikal
Linken,linke
",",--
so,so
erfährt,erfahren
man,man
über,über
seine,sein
Wüniche,Wünich
und,und
Ziele,Ziel
",",--
was,wer
sich,sich
hören,hören
läßt,lassen
.,--
Er,er
ist,sein
Komzunist,Komzunist
und,und
entwiekelt,entwiekeln
jenes,jener
par,par
>,>
diesische,diesisch
Zukunftsbild,Zukunftsbild
des,der
Friedens,Frieden
und,und
der,der
Wohlfahrt,Wohlfahrt
",",--
ds,ds
scon,scon
feit,Feit
Beginn,Beginn
dieser,dieser
2itrech-,2itrech-
nung,Nung
die,der
Menschen,Mensch
erregt,erregen
und,und
angezogen,anziehen
hat,haben
",",--
ohne,ohne
freilich,freilich
je,je
zur,zu
Wirklichkeit,Wirklichkeit
geworden,werden
zu,zu
sein,sein
.,--
Man,man
muß,müssen
anerkennen,anerkennen
",",--
daß,daß
es,es
sich,sich
um,um
ein,ein
 , 
w,w
8,8
;,--
E,E
 , 
Z,Z
.,--
E,--
+,+
",",--
4,4
I,I
V.,V.
er,er
dr,dr
",",--
4,4
I,I
2,2
37,37
"""",--
+,+
E,E
en,--
“,--
 , 
B,--
",",--
 , 
Rufunft,Rufunft
noß,noß
ein,ein
weiter,weit
fei,fei
und,und
mur,mur
frittweist,frittweist
gegangen,gehen
we,we
den,der
könne,können
",",--
da,da
bisher,bisher
feder,fed
Ansturm,Ansturm
mit,mit
ichweren,ichwer
Rückschlägen,Rückschläg
geendet,enden
 , 
Auch,auch
das,der
wird,werden
zugeg,zugeg
:,--
ben,ben
",",--
wenn,wenn
man,man
mit,mit
dem,der
einzelnen,einzelner
sprüht,sprühen
",",--
ja,ja
selbst,selbst
der,der
Einwand,Einwand
",",--
daß,daß
ein,ein
reiner,rein
Kommunizuus,Kommunizuus
",",--
der,der
die,der
Der,der
»,--
sebiedenartigkeit,Sebiedenartigkeit
der,der
Personen,Person
in,in
Charakter,Charakter
und,und
Leistung,Leistung
nit,nit
berücfichtigt,berücfichtigen
",",--
den,der
Menschen,Mensch
kein,kein
Gül,Gül
bringe,bringen
",",--
wird,werden
ols,ols
berechtiot,Berechtiot
anerkannt,anerkennen
",",--
aber,aber
der,der
ete,et
Kommunist,Kommunist
weiß,wissen
da,da
Auswege,Ausweg
",",--
die,der
frei-,frei
lic,lic
vom,von
Prinzip,Prinzip
abwegig,abwegig
find,find
.,--
 , 
Redet,Redet
man,man
mit,mit
einem,ein
Eozialdemokraten,Eozialdemokraten
",",--
so,so
verbreitert,verbreitern
fich,fich
die,der
Etandlinie,Etandlinie
gemeinscheftlihen,gemeinscheftlih
Denkens,denken
vom,von
Theortkift-Utvpilhen,Theortkift-Utvpilhe
ins,in
Prak-,Prak
 , 
filce,Filce
",",--
i1,i1
der,der
gesamten,gesamt
MensHheit,MensHheit
an,an
Din,Din
Ergrbufftn,Ergrbufftn
der,der
Ber,Ber
älibon,älibon
Arbeit,Arbeit
fei,fei
n't,n't
"""",--
<,<
t,t
bemess,bemess
:,--
jeshalb,Jeshalb
müsse,müssen
min,min
viele,vieler
Pro,pro
 , 
ge,ge
",",--
von,von
denen,der
bisher,bisher
nur,nur
eine,ein
kleine,klein
Winberheit,Winberheit
den,der
Sauptye.2inn,Sauptye.2inn
erziele,erzielen
",",--
in,in
den,der
<,<
l+,l+
Rußen,Ruße
überführen,überführen
.,--
Das,der
folle,foll
gefche,Gefche
>,>
en,--
 , 
jr,jr
fse,fse
der,der
Arsnußung,Arsnußung
der,der
Erdfchäte,Erdfchat
",",--
der,der
3,3
und,und
des,der
Grund,Grund
und,und
Bodens,Boden
",",--
aber,aber
 , 
