Token,Lemma
6,6
.,--
EE,EE
Emin,Emin
E,E
ener,en
;,--
m,m
j,j
in,in
dea,dea
Wiek,Wiek
Damit,damit
.,--
Brandens.d,Brandens.d
8,8
Dame,Dame
ER,ER
HRR,HRR
 , 
2,2
+,+
:,--
 , 
S1,S1
NE,NE
|,|
GER,GER
|,|
S7,S7
|S,|S
 , 
+4,+4
Me,Me
er,er
],]
u.,u.
en,en
 , 
67,67
|,|
it,it
1,1
die,der
0.,0.
iv,iv
 , 
l,l
In,in
aller,aller
Kürze,Kürze
.,--
 , 
Neuigleiten,Neuigleit
von,von
Fern,ferne
und,und
Nah,Nah
.,--
EI,EI
Run,Run
],]
Deutschland,Deutschland
ist,sein
beseitigt,beseitigen
",",--
Die,der
Ausfuhr,Ausfuhr
wit,wit
 , 
EI,EI
der,der
Gieimer,Gieimer
Abstimmung,Abstimmung
unter,unter
der,der
Belegschaft,Belegschaft
 , 
bei,bei
Kattoiß,Kattoiß
entschieden,entschieden
2s00,2s00
Stimmen,Stimme
für,für
Deutschland,Deutschland
und,und
18,18
ür,ür
 , 
Bern,Bern
",",--
17.,17.
Mat,Mat
.,--
Telegr,Telegr
.,--
unseres,unser
Korrespondenten,Korrespondent
",",--
 , 
Der,der
Text,Text
des,der
von,von
englischen,englisch
Linkslideralen,Linkslideral
und,und
Ardeiterföhrern,Ardeiterföhrer
erlassenen,erlassen
Protestes,Protest
gegen,gegen
den,der
Gewaltfrieden,Gewaltfried
",",--
dex,Dex
in,in
der,der
Westminster,Westminster
Ga-,Ga-
pets,pets
veröffentlicht,veröffentlichen
wurde,werden
",",--
lautet,lauten
folgender,folgend
»,--
maßen,maßen
:,--
 , 
Die,der
Friedensbedingungen,Friedensbedingung
verleßen,verleßen
die,der
Grund-,Grund
fäße,fäße
",",--
auf,auf
Grund,Grund
deren,der
das,der
deutsche,deutsch
Volk,Volk
seine,sein
 , 
"""",--
fen,fen
niedergelegt,niederlegen
hot,hot
.,--
Der,der
Friedensvertrag,Friedensvertrag
bedeutet,bedeuten
einen,ein
unverontwortlihen,unverontwortlih
Bruch,Bruch
jeder,jeder
internationalen,international
Moral,Moral
",",--
deren,der
Schuß,Schuß
das,der
angebliche,angeblich
Kriegszial,Kriegszial
der,der
Entente,Entent
war,sein
.,--
Die,der
einzelnen,einzeln
Punkte,Punkt
dex,dex
Friedens-,Frieden
bestimmungen,Bestimmung
erweisen,erweisen
das,der
leßte,leßt
Ziel,Ziel
ihrer,ihr
Ur-,Ur
heber,heber
.,--
Es,es
kondelt,kondeln
sich,sich
darum,darum
",",--
das,der
neue,neu
dems-,dems-
fratische,fratisch
Deutschland,Deutschland
zu,zu
einem,ein
Vasallen,Vasallen
»,--
staat,Staat
zu,zu
erniedrigen,erniedrigen
und,und
seins,sein
wirtschaftliche,wirtschaftlich
Wiedergeburt,Wiedergeburt
unmöglich,unmöglich
zu,zu
machen,machen
",",--
Es,es
han-,han-
delt,deln
sich,sich
darum,darum
",",--
Deutschland,Deutschland
aus,aus
dem,der
internatio,Internatio
»,--
nalen,nal
Leben,Leben
auszuschließen,ausschließen
und,und
den,der
Geist,Geist
seines,sein
Volkes,Volk
zu,zu
zermalmen,zermalmen
.,--
Die,der
Ausschließung,Ausschließung
der,der
Henischen,henische
aus,aus
dem,der
Bölkerbund,Bölkerbund
",",--
ih,ih
:,--
 , 
hende,hend
Entwaffnung,Entwaffnung
in,in
Europa,Europa
",",--
die,der
Auf-,Auf-
erlegung,Erlegung
ungeheurcx,ungeheurcx
tind,Tind
undoftimmter,undoftimmt
finan-,finan-
dieler,diel
Verpflichtungen,Verpflichtung
",",--
vereint,vereinen
mit,mit
zahllosen,zahllos
Einschränkungen,Einschränkung
ihrer,ihr
wit,wit
ichen,iche
und,und
in,in
»,--
dustrillen,dustriller
Tätigkeit,Tätigkeit
verki,verki
die,der
Absicht,Absicht
der,der
Sieger,Sieger
nur,nur
zu,zu
dentlich,dentlich
.,--
Die,der
Deutschen,deutsche
werden,werden
des,der
arößten,arößt
Teils,Teil
ihrer,ihr
Gez,Gez
und,und
Fluß,Fluß
!,--
unz,unz
der,der
meisten,meister
ihrer,ihr
Kaoel,Kaoel
beraubt,berauben
.,--
Sie,sie
dürfen,dürfen
gegen,gegen
den,der
Handel,Handel
der,der
Entente,Entent
keine,kein
scchhußzöllne-,Scchhußzöllne
rischen,risch
Vorkehrungen,Vorkehrung
treffen,treffen
",",--
die,der
Entente,Entent
darf,dürfen
dies,dieser
jedoch,jedoch
gegen,gegen
sie,sie
tun,tun
.,--
Sie,sie
werden,werden
gezwungen,zwingen
",",--
ungeheure,ungeheuer
Quantitäten,Quantitäte
von,von
Kohle,Kohle
jährlich,jährlich
aus,aus
ihren,ihr
Kohlengebieten,Kohlengebiete
zu,zu
liefern,liefern
.,--
Sie,sie
werden,werden
 , 
Der,der
jozialdemofratische,jozialdemofratisch
Redakteur,Redakteur
Faubede,Faubede
!,--
aus,aus
Görlig,Görlig
wurde,werden
gam,--
Radien,Radie
2umgopräsidenten,2umgopräsident
in,in
Liegnih,Liegnih
ernennt,ernennt
.,--
 , 
Der,der
Streik,Streik
der,der
Textilarbeiier,Textilarbeiier
im,in
Walden,wald
»,--
burger,burg
Gebiet,Gebiet
iR,iR
beendet,beenden
.,--
“,--
 , 
Die,der
frav-,frav-
;,--
englischen,englisch
und,und
nieder-,nieder-
Wndischen,Wndische
Del,Del
der,der
Gewerkschaften,Gewerkschaft
b,b
;,--
schlossen,schließen
",",--
für,für
den,der
28.,28.
Armen,arme
mer,mer
ed,ed
berufen,berufen
.,--
 , 
eine,ein
internationales,international
Arbeiterkonferenz,Arbeiterkonferenz
einzu-,einzu
 , 
nN,nN
.,--
Aotterdam,Aotterdam
traf,treffen
auf,auf
dem,der
engli,Engli
!,--
Damp,Damp
»,--
fer,fer
„,--
Antilocus,Antilocus
*,*
ein,ein
weiterer,weit
wr,wr
:,--
mmh,Mmh
von,von
409,409
Chinadeutschen,Chinadeutsche
ein,ein
",",--
die,der
über,über
Wesel,Wesel
in,in
die,der
Heimat,Heimat
desördert,desörderen
wurden,werden
.,--
In,in
innland,Innland
),--
des,der
zealand,Zealand
Gihuges,Gihug
won,won
Geer,Geer
Met,Met
",",--
des,der
von,von
Finnland,Finnland
",",--
festlich,festlich
begangen,begehen
.,--
»,--
 , 
engenisation,Engenisation
.,--
ihre,ihr
Tehtt,Tehtt
Sendung,Sendung
Bb,Bb
000,000
2,2
 , 
ion,ion
ihre,ihr
000,000
I,I
 , 
nnen,nn
Lebensmittel,Lebensmittel
),--
abschiden,abschiden
und,und
dann,dann
aufgelöst,auflösen
.,--
.,--
*,*
 , 
Der,der
Plan,Plan
zur,zu
Errichtung,Errichtung
eines,ein
selbständi,selbständi
Wenden,Wend
],]
4,4
unter,unter
Denman,Denman
der,der
Desig,Desig
m,m
Reichs,Reich
",",--
ist,sein
gescheitert,scheitern
.,--
 , 
*,*
Im,in
deseßzten,deseßzt
Deutschh-Südtirol,Deutschh-Südtirol
find,find
die,der
Jahr,Jahr
»,--
 , 
auf,auf
ihren,ihr
Werften,Werft
für,für
die,der
Verbündeten,verbündeter
zu,zu
bauen,bauen
",",--
Ihr,ihr
Eigentum,Eigentum
in,in
Afrika,Afrika
und,und
Asien,Asien
wird,werden
konfige,konfig
diert,dieren
und,und
ihre,ihr
Betätigung,Betätigung
auf,auf
diesem,dieser
Kontingent,Kontingent
wird,werden
verboten,verbieten
.,--
Unter,unter
diesen,dieser
Friedens,Frieden
bedingungen,Bedingung
hat,haben
das,der
deutsche,deutsch
Volk,Volk
uux,uux
die,der
eins,eins
 , 
Engländer,Engländer
gegen,gegen
den,der
Gewaltlfrieden,Gewaltlfrieden
 , 
Rachedurst,Rachedurst
innerhalb,innerhalb
der,der
Regierungen,Regierung
weiter,weiter
an-,an
IE,IE
EG,EG
keit,keit
zuschreiben,zuschreiben
und,und
.,--
J,J
wichtigste,wichtig
 , 
Zdealen,Zdeal
der,der
öffentlichen,öffentlich
Meinung,Meinung
in,in
allen,aller
Län-,Län
 , 
WERTIGE,WERTIGE
E,E
"""",--
wagten,wagt
Gao,Gao
tan,tan
!,--
 , 
Roden,Rode
",",--
Buxton,Buxton
",",--
3.,3.
A.,A.
Hobson,Hobson
",",--
.,--
 , 
Was,was
Amerika,Amerika
dazu,dazu
fagt-,fagt-
 , 
Die,der
englische,englisch
Presse,Presse
Übermittelt,Übermittelt
folgende,folgend
amerikanische,amerikanisch
Pressestimmen,Pressestimme
über,über
die,der
Friedens-,Friedens
bedingungen,Bedingung
.,--
New,New
York,York
Sun,Sun
schreibt,schreiben
:,--
Man,man
müsse,müssen
fic,fic
),--
fragen,fragen
",",--
95,95
die,der
Bestrafung,Bestrafung
fich,fich
auch,auch
nocchh,nocchh
auf,auf
das,der
ungeborene,ungeboren
Geschleht,Geschleht
erstre,erstre
>,>
ken,ken
Bech,Bech
Die,der
wade,Wade
erg,erg
fefa,Fefa
en,--
 , 
en,--
