Token,Lemma
il,il
Af,Af
zu,zu
jl,jl
 , 
H,H
[,[
3,3
L,L
H,H
si,si
 , 
ir,ir
j,j
jj,jj
1,1
140,140
],]
 , 
j,j
x,x
|,|
 , 
Behandlung,Behandlung
 , 
eine,ein
militärifche,militärifch
Intervention,Intervention
im,in
Osten,Osten
wandte,wenden
Aich,Aich
Doyd,Doyd
Georye,Georye
entschieden,entscheiden
.,--
Diese,dieser
würde,werden
unge-,unge-
Heuve,Heuve
Kosten,Kosten
verurfachen,verurfachen
",",--
und,und
fo,fo
seh,seh
:,--
er,er
über,über
die,der
bofschowiftischen,bofschowiftisch
ehren,Ehre
entseht,entsehen
sei,sein
",",--
würde,werden
er,er
doch,doch
lieber,lieber
Nußlond,Nußlond
den,der
Bolschewisten,Bolschewist
überlassen,überlassen
",",--
bis,bis
es,es
seföst,sefösen
ein,ein
?,--
Bho,Bho
",",--
was,was
der,der
Boischewiomus,Boischewiomus
an-,an
richtet,richten
",",--
als,als
daß,daß
er,er
evlebs,evlebs
",",--
daß,daß
England,England
bankerott,Bankerott
wevde,wevde
.,--
Die,der
Politik,Politik
Englands,England
müßte,müssen
sein,sein
",",--
zur,zu
Errichtung,Errichtung
einer,ein
allgemeinen,allgemein
annehmbaren,annehmbaren
Re-,Re
Fovung,Fovung
beizutragen,beitragen
",",--
die,der
man,man
als,als
vusstsche,vusstsch
Re,Re
»,--
Fievung,Fievung
anerkennen,anerkennen
könnte,können
.,--
Der,der
Boksch,Boksch
»,--
9ismus,9ismus
schwinde,schwinden
infolge,infolge
des,der
unbarmherzigen,unbarmherzig
wirtschaft,Wirtschaft
»,--
Tichen,Tichen
Druckes,Druck
rasch,rasch
dahin,dahin
und,und
breche,brech
zufammen,zufammen
.,--
Wenn,wenn
die,der
Zeiten,Zeit
wieder,wieder
normal,normal
seien,sein
",",--
sei,sein
es,es
Zeit,Zeit
",",--
in,in
Rußland,Rußland
Frieden,Frieden
zu,zu
stiften,stiften
.,--
 , 
Nun,nun
erst,erst
wandte,wenden
sich,sich
Lloyd,Lloyd
Grorge,Grorge
den,der
all-,all
Mmeinen,mmein
Friedensbodingungen,Friedensbodingung
zu,zu
.,--
Voran,voran
siellte,siellen
er,er
die,der
