Token,Lemma
"""",--
koeniter,koenit
ann,ann
Beni,Beni
rande,rand
:,--
Dieren,Dier
 , 
04,04
;,--
EuntSdenier,EuntSdenier
eit,eit
117,117
(,--
Eanbäberane,Eanbäberane
6,6
Becken,Becken
",",--
 , 
Aupatidenkt,Aupatidenkt
",",--
1,1
-,-
3,3
20er,20er
.,--
S8,S8
:,--
E00,E00
:,--
 , 
3,3
143,143
?,--
Iz,Iz
h,h
?,--
 , 
wird,werden
bes,bes
Bente,Bent
ve,ve
euern,euern
Segen,Segen
|,|
DIe,DIe
enttäuschten,enttäuscht
 , 
seinen,sein
mit,mit
den,der
deuten,deut
Borkhlägen,Borkhläg
Über,über
den,der
Jtaliener,Jtaliener
inen,inen
mit,mit
den,der
dw,dw
"""",--
jen,jen
en,--
 , 
Trandport,Trandport
nicht,nicht
zufrieden,zufrieden
zu,zu
fein,fein
.,--
Sie,sie
verlangen,verlangen
4,4
sechs,sechs
Züge,Zug
pro,pro
Tag,Tag
",",--
während,während
Deutschland,Deutschland
nur,nur
|,|
Hex,Hex
Streit,Streit
der,der
lateinischen,lateinisch
Schwestern,Schwester
.,--
 , 
vier,vier
anbietet,anbieten
.,--
A,--
ERRENT,ERRENT
Die,der
jüngste,jung
Rede,Rede
Clemexceous,Clemexceous
",",--
in,in
der,der
ex,ex
ein,ein
Loblied,Loblied
auf,auf
die,der
Sädstawen,Sädstawen
gesungen,singen
het,het
",",--
jat,jat
in,in
Das,der
neue,neu
Reichsheer,Reichsheer
.,--
|,|
Saics,Saic
3,3
vevimnt,vevimnt
und,und
dn,dn
Emery,Emery
wien,wien
 , 
Gs,Gs
ateinischen,ateinisch
Schwestern,Schwester
verf,verf
 , 
Versehwinden,Versehwinde
zahlreicher,zahlreich
Garuifonen,Garuifone
.,--
|,|
Trios,Trio
balls,balls
Sera,Sera
Diel,Diel
",",--
dem,der
französichen,französich
M,M
Von,von
zuständiger,zuständig
Seite,Seite
wird,werden
uns,uns
geschrieben,schreiben
:,--
|,|
nisterpräidenten,Nisterpräident
vor,vor
",",--
er,er
habe,haben
uicht,Uicht
die,der
ganze,ganz
Das,der
Reichsheer,Reichsheer
wird,werden
am,an
1.,1.
4.,4.
20,20
bildet,bilden
|,|
Wohrheit,Wohrheit
gefagt,fagen
",",--
da,da
er,er
verschwiegea,verschwiegea
habe,haben
",",--
daß,daß
werden,werden
.,--
Rech,Rech
dem,der
Friedenzwertrage,Friedenzwertrage
darf,dürfen
es,es
von,von
London,London
Italien,Italien
einen,ein
aur,aur
98.000,98.000
Unteroffiziere,Unteroffiziere
und,und
Mannschoften,Mannschoft
|,|
Tei,Tei
!,--
von,von
Dalmatien,Dalmatien
zugewiesen,zugewiesen
und,und
man,man
It,It
star,Star
?,--
fein,Fein
.,--
Ebenso,ebenso
wie,wie
feine,fein
Stärke,Stärke
ist,sein
dur,dur
<,<
|,|
den,der
Tousch,Tousch
dieses,dieser
ihm,ihm
gebührenden,gebührend
Landezteils,Landezteil
dea,dea
Friedensvertrag,Friedensvertrag
auch,auch
die,der
Zahl,Zahl
der,der
Ver-,Ver
|,|
wit,wit
dem,der
kleinen,klein
Fiume,Fiume
vezgeblih,vezgeblih
vorgeschlagen,vorschlagen
bände,bänd
fesigelogt,Fesigelogt
.,--
Sie,sie
ist,sein
verschwindend,verschwindend
aei,aei
habe,haben
.,--
Secolo,Secolo
regt,regen
fic,fic
daräber,daräber
auf,auf
",",--
daß,daß
Clamene-,Clamene
 , 
qenan,Qenan
die,der
des,der
früheren,früh
Seeres,Seer
.,--
Daher,daher
6eau,6eau
von,von
den,der
Güdsliawen,Güdsliawe
behauptet,behaupten
habe,haben
",",--
sie,sie
„,--
am,an
1.,1.
4.,4.
20,20
eine,ein
qroße,qroß
Anzehl,Anzehl
von,von
Sti,Sti
bewundernswerter,bewundernswert
Enrsehloffenheit,Enrsehloffenheit
ihre,ihr
Garnisonen,Garnisone
verlieren,verlieren
.,--
Diess,Diess
Städe,Städe
",",--
be,be
ouders,ouders
Ale,Ale
.,--
die,der
fei,fei
ft,ft
feit,Feit
Zahrzehn,Zahrzehn
!,--
m.,m.
dieselbe,derselbe
!,--
 , 
Der,der
Dornenweg,Dornenweg
j,j
zum,zu
Frieden,Frieden
.,--
 , 
','
Die,der
Berzögerung,Berzögerung
der,der
Natifizierung-,Natifizierung
 , 
Die,der
lezten,lezt
Tage,Tag
hahen,hah
aus,aus
Paris,Paris
keine,kein
neuen,neu
Nachrichten,Nachricht
darüber,darüber
gebracht,bringen
",",--
die,der
ein,ein
Fo,Fo
.,--
?,--
chreiten,Chreit
auf,auf
dem,der
Wege,Weg
zum,zu
jeg,jeg
a,a
gen,gen
Fried,Fried
:,--
 , 
Zeu,Zeu
deutschen,deutsch
Delegation,Delegation
unter,unter
Führung,Führung
des,der
Deera,Deera
v.,v.
Sim'on,Sim'on
Über,über
jene,jener
Fragen,Frage
beraten,beraten
wer-,wer
Den,Der
",",--
die,der
unmittelbar,unmittelbar
„,--
ach,ach
dem,der
Zakrafttreten,Zakrafttreten
des,der
Friodenwertrages,Friodenwertrag
fich,fich
ergeben,ergeben
müssen,müssen
.,--
Man,man
hat,haben
fich,fich
auf,auf
der,der
Ententeseite,Ententeseite
reichlich,reichlich
Zeit,Zeit
gelossen,gelossen
",",--
denn,denn
Herr,Herr
y-,y-
Simson,Simson
ist,sein
mit,mit
den,der
Mitgliedern,Mitglied
feiner,fein
Abozdnang,Abozdnang
f&on,f&on
länger,lang
als,als
eine,ein
Woche,Woche
M,M
Baris,Baris
",",--
Auch,auch
die,der
Entscheidung,Entscheidung
der,der
Entente,Entent
in,in
der,der
Geapa,Geapa
Flow-Frage,Flow-Frage
hätte,haben
erheblich,erheblich
säneller,sänell
erfolgen,erfolg
Bunen,Bun
",",--
als,als
dizs,dizs
geschehen,geschehen
wurde,werden
mit,mit
deu,deu
deutiden,deutid
Eacoerständigen,Eacoerständig
des,der
 , 
und,und
breiiea,breiiean
verhandelt,verhandeln
",",--
wobei,wobei
ihre,ihr
Ano,Ano
 , 
mußte,müssen
fich,fich
bi,bi
FRERg,FRERg
Gpäter,Gpäter
wurde,werden
eine,ein
ftoefz,ftoefz
 , 
Kärungschzilung,Kärungschzilung
vorgeschit,vorgeschien
.,--
Diese,dieser
war,sein
Gegon'tand,Gegon'tand
eines,ein
überraschenden,überraschend
Zwei,Zwei
Matore,Matore
",",--
ein,ein
fudanesscher,fudanessch
Offizier,Offizier
Mana,Mana
wurden,werden
Si,Si
",",--
„,--
versehieden,versehied
 , 
Arf-,Arf
 , 
De,De
 , 
4,4
 , 
1,1
27,27
 , 
Jas,Jas
Hochwasserungisid,Hochwasserungisid
am,an
Rhein,Rhein
.,--
 , 
Weiteres,Weiteres
Steigen,Steige
des,der
Stromes,Strom
 , 
Rach,Rach
kurzem,kurz
Stilltand,Stilltand
war,sein
am,an
23.,23.
d.,d.
M,M
dez,dez
Oberrhein,Oberrhein
von,von
nouem,nou
im,in
Steigen,steige
begriffen,begreifen
.,--
Wig,wig
uns,uns
aus,aus
Mainz,Mainz
gemeldet,melden
wird,werden
",",--
hat,haben
des,der
Ho,Ho
»,--
wasser,Wasser
des,der
Rheins,Rhein
in,in
Hefseu,Hefseu
große,groß
Sachschäden,Sachschäde
.,--
:,--
:,--
und,und
dur,dur
Solzwegtteiten,Solzwegtteite
die,der
niedoig,niedoig
Ryeinorie,Ryeinorie
ffwer,ffwer
heimgesucht,heimsuchen
.,--
Die,der
Maitiz==Worms,Maitiz==Worms
ist,sein
gefährdet,gefährden
.,--
=,=
>,>
 , 
mpft,mpfen
",",--
während,während
hies,Hie
nar,nar
Ztalien,Ztalien
habe,haben
sich,sich
bis,bis
2,2
beheoberat,Beheoberat
haben,haben
des,der
Weltkrieges,Weltkrieg
gogea,gogea
die,der
S,S
Seeen,Seeen
der,der
reichis<-uagorishen,reichis<-uagorish
Here,Her
verteidie,verteidie
!,--
Herdurch,Herdurch
fhoer,Fhoer
ge,ge
»,--
|,|
und,und
später,spät
hätten,haben
die,der
Südflewen,Südflewe
verlangt,verlangen
",",--
