Token,Lemma
9,9
579,579
A,A
314,314
 , 
Morgen,Morgen
„,--
Ausgads,Ausgads
.,--
 , 
Berlin,Berlin
 , 
Berlinische,berlinisch
Zeitung,Zeitung
von,von
Staats-,Staat
und,und
gelehrten,gelehrt
Sachen,Sache
 , 
Vonelnches,Vonelnch
veebeint,veebeinen
wweimal,wweimal
Born-,Born
und,und
Rh,Rh
",",--
GR,GR
a,a
Raad,Raad
Ba,Ba
zd,zd
Bntangn,Bntangn
wut,wut
 , 
Vrekan,Vrekan
",",--
Winmrannkafilhe,Winmrannkafilhe
owa,owa
und,und
Geldverkehr,Geldverkehr
",",--
Für,für
Reise,Reise
und,und
Wanderung,Wanderung
",",--
Dmmwokau,Dmmwokau
",",--
(,--
ags,ags
-,--
BeDage,BeDage
",",--
Allgematne,Allgematne
Verloaungs,Verloaung
-,--
Tabelle,Tabell
",",--
 , 
Torlage,Torlage
7,7
yon,yon
Viloroin,Viloroin
&,&
Od,Od
",",--
Vorantworti,Vorantworti
.,--
für,für
die,der
Redaktion,Redaktion
|,|
",",--
Ausnade,Ausnade
des,der
Bandelatella,Bandelatella
):,):
H.,H.
Bechmann,Bechmann
in,in
Beriin,Beriin
 , 
Republik,Republik
Deutsch,Deutsch
.,--
O0elterreich,o0elterreich
.,--
 , 
[,[
|,|
Bine,Bine
Derzi,Derzi
“,--
isäundgoebung,isäundgoebung
Kaiser,Kaiser
Karls,Karls
",",--
 , 
|,|
Dür,Dür
politische,politisch
Entwiklung,Entwiklung
im,in
Drutsh-Ostevreich,Drutsh-Ostevreich
nimmt,nehmen
den,der
Bev,Bev
»,--
fkenrf,Fkenrf
",",--
der,der
in,in
unseren,unser
Meldungen,Meldung
aus,aus
Wien,Wien
als,als
unausblekblich,unausblekblich
de,de
worden,werden
war,sein
.,--
Dor,Dor
Staatopat,Staatopat
hat,haben
Deutsch-Oefterreich,Deutsch-Oefterreich
als,als
 , 
epudlikerflärt,epudlikerflären
.,--
Dieser,dieser
Beschluß,Beschluß
unterliegt,unterliegen
noch,noch
der,der
Geehmi-,Geehmi
|,|
:,--
 , 
durH,durH
die,der
heute,heute
in,in
Wien,Wien
zusammentretende,zusammentretend
dartsch-östev-,dartsch-östev-
"""",--
Wichische,Wichische
Nationalvexsammlung,Nationalvexsammlung
;,--
&,&
s,s
