Token,Lemma
E,E
[,[
7,7
 , 
07,07
 , 
Fotchs,Fotch
Zedingungen,Zedingung
angenommen,annehmen
.,--
 , 
Kaleotaphischer,Kaleotaphischer
Derict,Derict
.,--
Teier,Teier
",",--
18.,18.
Februar,Februar
.,--
 , 
Die,der
Nei,Nei
+,+
 , 
pu,pu
NetGores,NetGores
erung,Erung
hat,haben
an,an
Dävister,Dävister
 , 
4,4
Abkourmen,Abkourma
un,UN
 , 
erzeichnen,erzeichnen
",",--
folgente,folgenen
 , 
Boltpwillen,Boltpwillen
-,--
in,in
*,*
geordneten,geordnet
Formen,Form
hervor,hervor
»,--
 , 
[,[
5,5
42,42
HG,HG
Kie,Kie
legt,legen
Deutschen,deutsche
in,in
Form,Form
söoffe,söoff
 , 
Dexbote,Dexbote
zugunsten,zugunsten
der,der
onsständiscen,onsständisc
Polen,Polen
 , 
die,der
Pflicht,Pflicht
auf,auf
",",--
eine,ein
Anzahl,Anzahl
wichtiger,wichtig
Pläße,Pläße
",",--
dermafer,dermaf
DITLPE,DITLPE
DG,DG
EIE,EIE
ohne,ohne
 , 
),--
",",--
„,--
tde,tde
militärische,militärisch
Angrissshandlung,Angrissshandlung
in,in
en,--
und,und
anderen,anderer
Gebieten,Gebiet
einzuftellen,einzuftell
und,und
ogenwärtige,ogenwärtig
militärische,militärisch
Lags,Lag
dort,dort
als,als
Pes,Pes
anzuelennen,anzuelennen
",",--
so,so
müssen,müssen
wir,wir
doch,doch
erwar-,erwar-
n,n
",",--
daß,daß
auch,auch
die,der
aufständiscen,aufständisc
Polen,Polen
die,der
T,T
:,--
»,--
arkationslinien,arkationslinien
einhalten,einhalten
;,--
andernfalls,andernfalls
müssen,müssen
Dir,dir
fein,fein
",",--
uns,sich
mit,mit
Waffengewalt,Waffengewalt
aur,aur
Wehr,Wehr
zu,zu
sehen,sehen
.,--
 , 
2,2
Deut/<land,Deut/<land
darf,dürfen
darauf,darauf
hinweisen,hinweisen
",",--
daß,daß
es,es
fich,fich
bis,bis
zur,zu
völligen,völlig
Erf,Erf
hbpf,hbpf
ung,Ung
fete,fen
ner,ner
wirtschaftlihen,wirtschaftlih
Kräfte,Kraft
und,und
bis,bis
zur,zu
Zereiltiang,Zereiltiang
seiner,sein
Verlehrsaurhältnisse,Verlehrsaurhältnisse
be-,be
dilt4,dilt4
hat,haben
",",--
den,der
