Token,Lemma
Jn,Jn
aller,aller
Kürze,Kürze
.,--
 , 
Neuigleiten,Neuigleit
von,von
Nah,Nah
und,und
Fern-,Fern
 , 
Die,der
Deutsche,deutsch
Kommission,Kommission
",",--
die,der
mit,mit
dem,der
In,in
»,--
Frafttreten,Frafttret
des,der
Friedenövertrages,Friedenövertrag
en,--
den,der
Ar,Ar
»,--
beiten,beiten
zur,zu
Regeiung,Regeiung
der,der
technischen,technisch
und,und
Ueber,Ueber
»,--
 , 
gen,gen
teilnehmen,teilnehmen
foll,foll
",",--
ist,sein
gebildet,bilden
worden,werden
und,und
bereits,bereits
nach,nach
Paris,Paris
abgereist,abgereistn
.,--
+,+
 , 
Zus,Zus
Reichswirtschaftsministerium,Reichswirtschaftsministerium
ist,sein
als,als
erste,erster
Frau,Frau
die,der
belannte,belannt
Politikerin,Politikerin
Fräulein,Fräulein
Dr.,Dr.
Kora,Kora
Berliner,Berliner
as,as
Referentin,Referentin
für,für
Sozialisierung,Sozialisierung
und,und
Arbeiterfragen,Arbeiterfrag
berufen,berufen
worden,werden
.,--
 , 
Die,der
Zentral-Urbeitegemeinshaft,Zentral-Urbeitegemeinshaft
der,der
in-,in
dustriellen,dustriell
und,und
gewerbächen,gewerbäch
Crbeitgeber,Crbeitgeber
und,und
Ar-,Ar
Zeitnehmer,Zeitnehmer
Deutschlands,Deutschland
mimmt,mimmen
am,an
Dienstag,Dienstag
Ehtüung,Ehtüung
zu,zu
der,der
Erhöhung,Erhöhung
de,de
Deo,Deo
und,und
Fay,Fay
>,>
 , 
Auf,auf
eine,ein
Anfrage,Anfrage
wegen,wegen
Aufhebung,Aufhebung
der,der
Sperre,Sperre
für,für
Wertpalete,Wertpalete
erllärte,erllären
ein,ein
Vertret,Vertret
:,--
:,--
des,der
Reichspostministeriums,Reichspostministerium
",",--
daß,daß
die,der
Sperre,Sperre
notwen,notwen
»,--
dig,dig
sei,sein
",",--
da,da
sonst,sonst
die,der
Abwidlung,Abwidlung
des,der
gesamten,gesamt
 , 
azur,azur
Weihnachtszeit,Weihnachtszeit
völlig,völlig
in,in
Frage,Frage
gestellt,stellen
werde,werden
.,--
Eine,ein
Aufhebung,Aufhebung
des,der
Verbots,Verbot
sei,sein
 , 
Zudunft,Zudunft
behauptet,behaupten
und,und
Die,der
Freiheit,Freiheit
betet,beten
es,es
nah,nah
",",--
dez,dez
schwerer,schwer
Verbrechen,Verbrechen
beschütl-,beschütl
flüchtige,flüchtig
Ernst,Ernst
Sonnenfeld,Sonnenfeld
erzähle,erzählen
",",--
der,der
 , 
von,von
Gflarz,Gflarz
habe,haben
ihm,ihm
erzählt,erzählen
",",--
idemann,Idemann
habe,haben
100.000,100.000
Mar,Mar
?,--
für,für
den,der
Kopf,Kopf
Liebknects,Liebknects
oder,oder
Nosa,Nosa
Luxemburgs,Luxemburg
aus-,aus
geseßt,geseßen
.,--
Halbamilich,halbamilich
wird,werden
diese,dieser
Ergählerei,Ergählerei
als,als
„,--
Ausgeburt,Ausgeburt
kranthofter-Lüge,kranthofter-Lüge
“,--
bezeichnet,bezeichnen
.,--
 , 
*,*
 , 
Die,der
Zukunft,Zukunft
Lehauptet,Lehauptet
weiter,weiter
",",--
daß,daß
die,der
soz,soz
demolratijche,demolratijch
Wahlpropaganda,Wahlpropaganda
mit,mit
ihren,ihr
Kosten,Kosten
von,von
der,der
Staatskasse,Staatskasse
bezahlt,bezahlen
word,Word
",",--
Auch,auch
diese,dieser
Behauptu,Behauptu
:,--
...,--
ist,sein
frei,frei
erfanden,erfanden
.,--
 , 
die,der
für,für
die,der
Giadt,Giadt
beitimmten,beitimmen
Rel,Rel
apf,apf
dem,der
Wasserwege,Wasserwege
eingefraren,eingefraren
find,Find
.,--
.,--
 , 
Die,der
Dismar,Dismar
>,>
hütie,Hütie
in,in
Oberschlesien,Oberschlesie
wurde,werden
",",--
da,da
die,der
Belegschaft,Belegschaft
zur,zu
Erzwincung,Erzwincung
eines,ein
Weih-,Weih
nachtsgeschen,nachtsgeschen
!,--
s,s
eine,ein
drohende,drohend
Saltung,Saltung
einnahm,einnehmen
",",--
von,von
Reichswehrtruppen,Reichswehrtruppe
zesept,Zesept
.,--
 , 
„,--
 , 
Der,der
frühere,früh
Vorsigende,Vorsigende
des,der
LantKberger,LantKberger
Sc!-,Sc!-
datenrates,datenrater
Schlüter,Schlüter
",",--
der,der
den,der
dortigen,dortig
Stadi-,Stadi
verordnetenvorsteher,verordnetenvorsteh
Justizre,Justizre
*,*
Dr.,Dr.
Binting,Binting
un-,un-
berechtigterweise,berechtigterweise
hatte,haben
verhaften,verhaften
lassen,lassen
",",--
wurde,werden
zu,zu
drei,drei
Monaten,Monat
und,und
zwei,zwei
Wochen,Woche
Gefängnis,Gefängnis
verurteilt,verurteilen
",",--
 , 
