Token,Lemma
128,128
64,64
 , 
A,A
 , 
|,|
 , 
7,7
 , 
SIL-|,SIL-|
ZEI,ZEI
 , 
Ende,Ende
des,der
englischen,englisch
Eisenbahnerstreiks,Eisenbahnerstreik
.,--
 , 
Telegraphischer,Telegraphischer
Bericht,Bericht
.,--
London,London
",",--
5.,5.
Oktober,Oktober
.,--
Nach,nach
einor,einor
amtlichen,amtlich
Reutermeldung,Reutermeldung
ist,sein
der,der
Eifenbahnerfstreik,Eifenbahnerfstreik
beigelegt,beilegen
.,--
*,*
 , 
Die,der
Meldung,Meldung
von,von
der,der
Beendigung,Beendigung
des,der
briti-,briti
schen,sch
Verkehrsstreiks,Verkehrsstreik
kommt,kommen
überraschend,überraschend
",",--
da,da
nach,nach
den,der
leßten,leßt
Meldungen,Meldung
die,der
Verhandlungen,Verhandlung
über,über
einen,ein
Waffenstillstand,Waffenstillstand
",",--
die,der
zwischen,zwischen
den,der
Ausständigen,Ausständig
und,und
der,der
Regierung,Regierung
angebahnt,angebahnen
waren,sein
",",--
erfoiglos,erfoiglos
abgebrochen,abbrechen
waren,sein
.,--
Die,der
Eisen-,Eisen-
bohner,bohn
hatten,haben
die,der
Vorbedingung,Vorbedingung
der,der
Regierung,Regierung
",",--
Z,Z
die,der
Arbeit,Arbeit
wieder,wieder
aufgenommen,aufnehmen
werden,werden
iste,isen
",",--
bevor,bevor
über,über
die,der
Löhne,Lohn
verhandelt,verhandeln
wer-,wer
deu,deu
könnte,können
",",--
als,als
uvannehmbax,uvannehmbax
bezeichnet,bezeichnen
.,--
Gleich-,Gleich
sch,--
geweigert,weigern
",",--
den,der
 , 
1,1
EX,EX
4,4
-,-
88,88
"1,3088","1,3088"
3,3
),--
 , 
873,873
 , 
AR,AR
 , 
<,<
t,t
entscheiden,entscheiden
zu,zu
sportarbeitern,sportarbeitern
",",--
die,der
di,di
ten,ten
",",--
war,sein
bereits,bereits
 , 
enz,Enz
aller,aller
