Token,Lemma
7,7
],]
 , 
chof,Chof
),--
 , 
Ds,ds
von,von
 , 
jet,jet
am,an
eragon,Eragon
.,--
ster,Ster
mit,mit
 , 
ven,v
Stellung,Stellung
 , 
.,--
Figeb,Figeb
«,--
I,I
“,--
ais,ais
 , 
men,men
.,--
Uvter-,Uvter
 , 
halt,halt
 , 
(,--
|,|
 , 
4Z,4Z
zZ,zZ
|,|
 , 
X,X
 , 
ven,v
UBstein,UBstein
»,--
Zilialen,Zilialen
:,--
EEE,EEE
 , 
(,--
Wildelmür.ds,Wildelmür.ds
(,--
418s01,418s01
!,--
€,€
Ertite,Ertite
Ee,Ee
.,--
Dd,dd
(,--
Eura,Eura
Be,Be
NE,NE
Elt,Elt
SEE,SEE
E,E
Keutöon,Keutöon
:,--
Berliner,Berliner
Ei,Ei
00,00
 , 
Neue,neu
Enthüllungen,Enthüllung
in,in
Weimar,Weimar
.,--
 , 
Schiffs-,Schiffs
und,und
Funkverkehr,Funkverkehr
mit,mit
Amerika,Amerika
.,--
 , 
Die,der
ersten,erster
Schritte,Schritt
zur,zu
Wiederaufnahme,Wiederaufnahme
des,der
Handels,Handel
.,--
 , 
Die,der
New-Yorker,New-Yorker
K'e,K'e
r,r
r-,r-
Linie,Linie
hat,haben
eine,ein
regel-,regel
 , 
ujw,ujw
.,--
zu,zu
beantworten-,beantworten-
 , 
Damit,damit
ist,sein
die,der
erste,erster
direkte,direkt
Shiffehrtelinie,Shiffehrtelinie
zwischen,zwischen
einem,ein
deutschen,deutsch
Hafen,Hafen
und,und
Nordamerika,Nordamerika
und,und
somit,somit
auc,auc
die,der
Möglichkeit,Möglichkeit
des,der
d'rekten,d'rekten
Ein-,Ein
fuhr,fahren
»,--
und,und
Ausfuhrvertehrs,Ausfuhrvertehr
über,über
den,der
Atlantischen,Atlantischen
Ozean,Ozean
für,für
Deutschland,Deutschland
geschaffen,schaffen
worden,werden
.,--
Dieser,dieser
erste,erster
Schritt,Schritt
zur,zu
Wiederanbahnuna,Wiederanbahnuna
des,der
Ueberiee-,Ueberiee
verkehrs,verkehr
ist,sein
erfreulich,erfreulich
",",--
weil,weil
er,er
den,der
Willen,Wille
der,der
amerikonishen,amerikonish
Handels,Handel
»,--
und,und
Sch,Sch
“,--
ffehrtskreiie,ffehrtskreiie
bes,bes
weist,weisen
",",--
wieder,wieder
mit,mit
uns,uns
in,in
Verkehr,Verkehr
zu,zu
treten,treten
.,--
und,und
weil,weil
er,er
Zeuanis,Zeuanis
ableqt,Ableqt
von,von
der,der
nict,nict
erstorbenen,erstorben
Initiative,Initiative
unserer,unser
so,so
lange,lange
lahmgelegten,lahmgelegen
Reede-,Reede
7eien,7eien
",",--
die,der
erste,erster
sieh,Sieh
bietende,bietend
Gelenenheit,Gelenenheit
",",--
sich,sich
wiede,wieden
?,--
am,an
transatlantischen,transatlantisch
Geschäft,Geschäft
zu,zu
betei,Betei
“,--
ligen,ligen
",",--
sofort,sofort
ergreifen,ergreifen
.,--
Da,da
alle,aller
Seeschiffe,Seeschiff
der,der
deutschen,deutsch
Reedereien,Reedereie
der,der
Entente,Entent
endgültig,endgültig
aus-,aus
geliefert,liefern
sind,sein
und,und
somit,somit
auch,auch
die,der
Hamburg-“Ame-,Hamburg-“Ame-
ria-Linie,ria-Linie
nicht,nicht
mehr,mehr
über,über
eigene,eigen
Ozeanschiffe,Ozeanschiff
verfügt,verfügen
",",--
bleibt,bleiben
auß,auß
ihr,ihr
nichts,nichts
anderes,anderer
übrig,übrig
",",--
als,als
fremde,fremd
Schiffe,Schiff
zu,zu
kaufen,kaufen
oder,oder
zu,zu
<,<
artern,artern
",",--
wozu,wozu
sie,sie
an,an
und,und
für,für
sic,sic
),--
wohl,wohl
imstande,imstande
wäre,sein
",",--
da,da
sie,sie
für,für
die,der
von,von
ihr,ihr
im,in
Rahmen,Rahmen
des,der
Friedens-,Friedens
vertrages,vertrag
auszuliesernden,auszuliesernd
Schiffe,Schiff
eine,ein
Entschä-,Entschä
digung,digung
vom,von
Reiche,Reiche
erhalten,erhalten
wird,werden
und,und
für,für
diese,dieser
Sqiffe,Sqiff
bis,bis
zur,zu
Natifikation,Natifikation
durch,durch
die,der
einzelnen,einzeln
Ententeländer,Ententeländer
",",--
die,der
in,in
den,der
Besiß,Besiß
solcher,solcher
Dampfer,Dampfer
gefommen,gefomm
find,find
",",--
von,von
diesen,dieser
nict,nict
unerhebliche,unerheblich
Charterraten,Charterrate
bezieht,beziehen
.,--
Da,da
aber,aber
Ankäufe,Ankäufe
neu-,neu
tralen,tral
Gebiffsraums,Gebiffsraum
zurzeit,zurzeit
no,no
<,<
niht,nihen
ohne,ohne
große,groß
Schwierigkeiten,Schwierigkeit
und,und
ohne,ohne
ungeheure,ungeheur
Kosten,Kosten
zu,zu
ermöglichen,ermöglichen
wäre,sein
",",--
was,wer
auch,auch
von,von
der,der
Charte-,Charte-
rung,Rung
gilt,gelten
",",--
so,so
ist,sein
jeht,jehen
der,der
einfachere,einfacherer
und,und
wohl,wohl
nuch,Nuch
einzig,einzig
gegebene,gegeben
Weg,Weg
Jn,Jn
;,--
qemeinsam,qemeinsam
mit,mit
einer,ein
leistungsfähigen,leistungsfähig
fremden,Fremde
ei,ei
eine,ein
direkte,direkt
Linie,Linie
einzurichten,einrichten
.,--
Die,der
Kert,Kert
»,--
Qinie,Qinie
ist,sein
eine,ein
neuere,neu
Säiffah,Säiffah
:,--
 , 
*,*
 , 
Funtenfelegeamme,Funtenfelegeamm
Hauen,hauen
--,--
Beimar,Beimar
.,--
 , 
Wieue,Wieue
wit,wit
von,von
zuständiger,zuständig
Seite,Seite
hören,hören
",",--
wird,werden
der,der
dit,dit
rekte,rekt
Funkverkehr,Funkverkehr
zwischen,zwischen
Deutschland,Deutschland
und,und
den,der
Vereinigten,vereinigt
Staaten,Staat
heute,heute
oder,oder
morgen,morgen
auf,auf
Anregung,Anregung
der,der
amerikanischen,amerikanisch
Regierung,Regierung
er,er
»,--
ffnet,ffnen
werden,werden
",",--
Auf,auf
Ffunkentelegraphischem,Ffunkentelegraphischem
je,je
find,find
bereits,bereits
zwischen,zwischen
der,der
deutschen,deutsch
Groß-,Groß
funk-Stelle,funk-Stelle
Rauen,Rauen
und,und
der,der
amerikanischen,amerikanisch
 , 
Funkentelegrammgebühren,Funkentelegrammgebühr
getroffen,treffen
die,der
im,in
wesentlichen,wesentlich
den,der
vor,vor
dem,der
Krieg,Krieg
bestehen-,bestehen-
den,der
Tartfen,Tartfen
entipreezen,entipreezen
.,--
Es,es
sind,sein
für,für
den,der
ame,ame
rikanischen,rikanisch
Kontinent,Kontinent
acht,acht
Zonen,Zone
festgeseßt,festgeseßen
worden,werden
.,--
Die,der
Telegrammyebühr,Telegrammyebühr
beträgt,betragen
für,für
die,der
erste,erster
amertkenische,amertkenisch
6,6
-,-
7,7
(,--
Staat,Staat
New,New
York,York
),--
pro,pro
Wort,Wort
"3,80","3,80"
Mark,Mark
",",--
Preßtelegramme,Preßtelegramme
ein,ein
Siebentel,Siebentel
des,der
Betragen,Betragen
",",--
d.,der
65.,65.
Df,Df
In,in
der,der
achten,achter
kostet,kosten
das,der
Wort,Wort
"7,3","7,3"
",",--
Mark,Mark
.,--
 , 
Der,der
tunfentelegrophis&e,tunfentelegrophis&e
Verkehr,Verkehr
mit,mit
Amerika,Amerika
",",--
der,der
nah,Nah
der,der
durch,durch
den,der
Friedensvertrag,Friedensvertrag
erfolg-,erfolg-
ten,ten
Uebernahme,Uebernahme
der,der
dentschen,dentsch
Ueberseekabel,Ueberseekabel
in,in
engltichen,engltich
und,und
franzöftschen,franzöftsch
Bessk,Bessk
zunächst,zunächst
das,der
einzige,einzig
Mittel,Mittel
direkter,direkt
Verständiauna,Verständiauna
fein,fein
wird,werden
",",--
kann,können
zunächst,zunächst
nur,nur
einen,ein
wesentlich,wesentlich
be,be
ihränkteren,ihränkter
Umfang,Umfang
haben,haben
",",--
als,als
es,es
bei,bei
Kriegs,Krieg
»,--
ausbruß,ausbruß
der,der
Fall,Fall
war,sein
.,--
Damals,damals
bestanden,bestehen
zwei,zwei
ausfehlieklih,Ausfehlieklih
dem,der
dentscchvomeritanischen,dentscchvomeritanisch
Dienst,Dienst
zur,zu
Verfüanna,Verfüanna
stehende,stehend
Funkverbindun-,Funkverbindun
gen,gen
:,--
Nawen-=Savoille,Nawen-=Savoille
und,und
Eilvess,Eilvess
--,-
Tucerton,Tucerton
",",--
','
Dührend,dührend
jezt,jezt
zur,zu
die,der
Funtsatinn,Funtsatinn
 , 
MIN,MIN
EE,EE
 , 
Belmar,Belmar
",",--
unö,unö
auch,auch
diese,dieser
nur,nur
stundenweise,stundenweise
bem,bem
Verkehr,Verkehr
Deutschland,Deutschland
zur,zu
Verfüoung,Verfüoung
steht,stehen
.,--
Es,es
wird,werden
also,also
nicht,nicht
möglich,möglich
sein,sein
",",--
täglich,täglich
mehr,mehr
als,als
3.,3.
VB,VB
.,--
500,500
Worte,Wort
für,für
Pressetelearamme,Pressetelearamm
