Token,Lemma
ERLINER,ERLINER
 , 
uf,uf
|,|
 , 
],]
 , 
j,j
 , 
Burian,Burian
au,au
Hertling,Hertling
",",--
 , 
Dekräffipeng,Dekräffipeng
des,der
Vünduisses,Vünduiß
",",--
Dt,Dt
vbiher,vbih
Daria,Daria
7,7
 , 
iu,iu
 , 
|,|
 , 
WI,WI
Beil,Beil
T,T
HA,HA
ire,ire
7,7
:,--
DIEBE,DIEBE
 , 
ihrem,ihr
und,und
meinem,mein
Dedauern,Dedauer
von,von
dieser,dieser
Stelle,Stelle
ISeidet,ISeidet
",",--
fage,fagen
ichh,Ichh
Ihnen,Ihnen
",",--
meine,mein
Politik,Politik
wird,werden
die,der
cleichen,cleich
Ziele,Ziel
verfolgen,verfolgen
wie,wie
die,der
des,der
Grafen,Grafe
Czernin,Czernin
",",--
In,in
treuem,treuem
Festhalten.an,Festhalten.an
unse,unse
 , 
Zevö,Zevö
:,--
kerung,Kerung
den,der
Krieg,Krieg
mit,mit
Aufwand,Aufwand
vaserer,vaser
ganzen,ganz
Kraft,Kraft
solange,solange
durc,durc
tämpfen,tämpfen
",",--
als,als
uns,uns
die,der
Haltung,Haltung
unserer,unser
Feinde,Feind
dazu,dazu
zwingi,zwingi
.,--
Sierbei,sierbei
werden,werden
wir,wir
aber,aber
den,der
Weg,Weg
nicht,nicht
aus,aus
dem,der
Auge,Auge
verlieren,verlieren
",",--
auf,auf
dem,der
Graf,Graf
Czernin,Czernin
grundlegende,grundlegend
und,und
richtice,richtic
Etappen,Etappe
zarüdlegte,zarüdlegen
",",--
indem,indem
er,er
unentwegt,unentwegt
am,an
Frie-,Frie
denswerk,Denswerk
fortarbeitete,fortarbeiten
",",--
weldes,weld
unier,unier
erhabener,erhaben
»,--
junger,jung
Herrscher,Herrscher
",",--
vereint,vereinen
mit,mit
seinem,sein
1,1
Berbifndeten,Berbifndeten
",",--
nch,nch
zur,zu
Zeit,Zeit
meiner,mein
Aa,Aa
:,--
ts-,t
“,--
hrum,Hrum
«,--
roöhergig,roöhergig
einleitete,einleiten
",",--
In,in
zielbewußtem,zielbewußt
Etreben,Etreben
und,und
engem,eng
Zusammenschluß,Zusammenschluß
mit,mit
unjeren,unjer
Bandesgenossen,Bandesgenoss
wollen,wollen
wir,wir
diesen,dieser
Kri,Kri
bis,bis
zum,zu
glücklichen,glücklich
Ende,Ende
verfolgen,verfolgen
.,--
Bei,bei
dieier,Dieier
Arbeit,Arbeit
(,--
ble,ble
ich,ich
auf,auf
Ihre,ihr
hingebungsvolle,hingebungsvoll
Michilie,Michilie
.,--
"""",--
 , 
Besuch,Besuch
in,in
Beilin,Beilin
",",--
Telegrapkischer,Telegrapkischer
Deridt,Deridt
.,--
 , 
7,7
Wien,Wien
",",--
13.,13.
April,April
.,--
Der,der
Minister,Minister
des,der
Aens;orn,Aens;orn
begibt,begeben
sich,sich
dem-,dem
nächst,nächst
nach,nach
Tyntschland,Tyntschland
",",--
ura,ura
dem,der
Dont'hen,Dont'h
Nai-,Nai-
ser,ser
se'ne,se'ne
Aufwartung,Aufwartung
zu,zu
machen,machen
und,und
dem,der
LVeichsfanzler,LVeichsfanzler
den,der
Antrittsvesuch,Antrittsvesuch
