Token,Lemma
RE,RE
(,--
wün,wün
54,54
Eu,Eu
 , 
EE,EE
 , 
a,a
Fib,Fib
18,18
m,m
 , 
1,1
 , 
Ky,Ky
 , 
&,&
|,|
AhSPA,AhSPA
988,988
1,1
E36,E36
 , 
-,--
 , 
7,7
/4,/4
&,&
ib,ib
»,--
*,*
7,7
*,*
3,3
4,4
],]
n,n
|,|
Ä,Ä
),--
 , 
Wenigen,Wenig
7-,7-
 , 
[,[
7,7
ei,ei
E,E
 , 
gierung,Gierung
",",--
und,und
die,der
Ränge,Rang
für,für
Presse,Presse
und,und
 , 
für,für
das,der
Präßidium,Präßidium
und,und
die,der
Mitglieder,Mitglied
der,der
Re-,Re
|,|
(,--
wa,wa
nach,nach
Berlinchen,Berlinchen
M,M
verlegen,verlegen
.,--
Zu,zu
joihen,joih
Publikum,Publikum
zir,zir
Berfügung,Berfügung
gestellt,stellen
werden,werden
.,--
Zur,zu
1--,1--
Fe,Fe
Abwidt,Abwidt
!,--
 , 
joll,joll
ein,ein
besonderer,besonderer
Eise,Eise
-,--
-,--
ege,ege
H,H
ile,ile
fe,fe
feake,feake
Bb,Bb
1,1
liner,lin
Oeffentlichkeit,Oeffentlichkeit
in,in
die,der
Veschauäch-,Veschauäch
 , 
Weimar,Weimar
in,in
Anspruch,Anspruch
genommenen,genommen
Bersonen,Berson
er,er
möglicht,möglichen
",",--
mit,mit
dem,der
Sik,Sik
der,der
Nationalversamm-,Nationalversamm
m,m
B,B
lung,Lung
1,1
mögli,Mögli
unge,Unge
feä,feä
Ke,Ke
vebn,Vebn
1,1
m,m
|,|
Er,er
DEREN,DEREN
ER,ER
vat,vat
1,1
LE,LE
RIS,RIS
man,man
auf,auf
eine,ein
Anwesenheit,Anwesenheit
von,von
|,|
bie,bien
1s0,1s0
Berienen,berienen
|,|
rechnet,rechnen
",",--
macht,machen
vor,vor
alem,Alem
die,der
Eb,Eb
.,--
Mes,Mes
15,15
<,<
miihis,miihis
IGE,IGE
365,365
ohnungsfrage,ohnungsfrage
er,er
!,--
E,E
keiten,keien
.,--
Der,der
Magistrat,Magistrat
Weimat,Weimat
hat,haben
bereits,bereits
|,|
langen,lang
",",--
aeg,aeg
EE,EE
:,--
Noeke,Noeke
mit,mit
gm,gm
fertig,fertig
einen,ein
Wohnungsnachweis,Wohnungsnachweis
eingerichtet,einrichten
",",--
der,der
aber,aber
|,|
ene,ener
kä,kä
fegen,fegen
sich,sich
entsprechende,entsprechend
wegen,wegen
der,der
wenigen,weniger
zur,zu
Verfügung,Verfügung
stehenden,stehend
|,|
Shehmaßnahr,Shehmaßnahr
Nationalversammlung,Nationalversammlung
REfet,REfet
id,id
meta,Meta
fans,Fan
.,--
Gs,gs
Wie,wie
|,|
m,m
gen,gen
können,können
.,--
e,e
ba,ba
;,--
mu,mu
pet,pet
age,age
Fe,Fe
erheblicher,erheblich
Teil,Teil
Das,der
Theater,Theater
als,als
Parlament,Parlament
.,--
der,der
Abgeordneten,abgeordneter
und,und
anderer,anderer
Teilnehmer,Teilnehmer
in,in
|,|
was,was
auf,auf
dem,der
Grunde,Grund
des,der
1779,1779
neu,neu
erbouten,erbouten
",",--
Erfurt,Erfurt
",",--
Jena,Jena
",",--
Apolda,Apolda
und,und
anderen,anderer
be-,be
|,|
am,an
29.,29.
Mürz,Mürz
1825,1825
abgebrannten,abgebrannt
Theat-,Theat
3,3
nachbarten,nachbart
Städten,Stadt
wohnen,wohnen
muß,müssen
.,--
Die,der
wieder,wieder
errichteten,errichten
und,und
am,an
8,8
",",--
September,September
des,der
zeichen,Zeichen
amtlichen,amtlich
und,und
großherzoglichen,großherzoglich
Baul,Baul
gleiken,gleik
Jahres,Jahr
wieder,wieder
eröffnete,eröffnet
Weimarer,Weimarer
keiten,Keite
werden,werden
gleichfalls,gleichfalls
zu,zu
Wohnzweden,Wohnzwede
heran-,heran-
|,|
ostheotergebände,Ostheotergebänd
",",--
das,der
unter,unter
Großhermn,Großhermn
fn,fn
gezogen,ziehen
werden,werden
",",--
Um,um
einen,ein
Wucher,Wucher
mit,mit
Woh-,Woh
|,|
Alexander,Alexander
eine,ein
gänzliche,gänzlich
Umgestaltung,Umgestaltung
erfahren,erfahren
nungen,nungen
und,und
Zimmern,Zimmer
auszuschließen,ausschließen
",",--
sind,sein
alle,aller
|,|
faite,faien
",",--
wurde,werden
Witte,Witte
Febrvor,febrvor
1007,1007
abgche,abgch
Sot,Sot
?,--
lzimmer,lzimmer
in,in
Weimar,Weimar
von,von
Reichswegen,Reichsweg
be-,be
|,|
um,um
dem,der
Neubau,Neubau
Pleß,Pleß
zu,zu
machen,machen
.,--
der,der
nas,nas
br,br
pm,pm
ite,ite
He,He
Diitloguid,Diitloguid
dir,dir
1,1
],]
Plänen,Plan
von,von
Heilmann,Heilmann
u.,u.
Littmann,Littmann
ausgt,ausgt
»,--
maßgeber,Maßgeber
rt,Rt
mutversammtlng,mutversammtlng
nah,nah
Deimar,Deimar
.,--
betrachtet,betrachten
dis,dis
|,|
(,--
mr,mr
1806,1806
amiga,amiga
em,em
1.,1.
30,30
