Token,Lemma
RN,RN
ji,Ji
 , 
DV,DV
4s8,4s8
mm,mm
x,x
249,249
Morg,Morg
 , 
13,13
Pfeanka,Pfeanka
 , 
Die,der
Voggizche,Voggizche
Zeitung,Zeitung
ergcheint,ergcheinen
täglich,täglich
zweimal,zweimal
(,--
morgens,morgens
und,und
abends,abends
),--
",",--
an,an
Sonn-,Sonn
und,und
Feattagen,Feattag
Dur,Dur
einmal,einmal
.,--
Jeden,jeder
Sonntag,Sonntag
die,der
illustrierte,illustriert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
",",--
Sonstige,sonstig
Beilagen,Beilage
und,und
Rubriken,Rubrik
:,--
Finanz-,Finanz
und,und
Vandelsblatt,Vandelsblatt
",",--
Grundstücks-,Grundstück
",",--
Bypotbeken-,Bypotbeke
und,und
Geldverkehr,Geldverkehr
",",--
Für,für
Reige,Reige
und,und
Wanderung,Wanderung
",",--
Literarizceho,Literarizceho
Umschau,Umschau
",",--
Wisgenschaftliche,wisgenschaftlich
Sonntags,Sonntags
-,--
Beilage,Beilage
",",--
Allgemeine,allgemein
Verlosungs,Verlosung
=,=
Tabelle,Tabelle
",",--
 , 
Berlinische,berlinisch
Zeitung,Zeitung
von,von
Staats-,Staat
und,und
gelehrten,gelehrt
Sachen,Sache
 , 
Bezug,Bezug
:,--
Monatlich,monatlich
8.7sM.,8.7sM.
",",--
vierteljährl,vierteljährl
.,--
11.25,11.25
M.,M.
In,in
Groß-Berliu,Groß-Berliu
und,und
Umgegend,Umgegend
durch,durch
eigene,eigen
Boten,Boten
tägl.,tägl.
zweimal,zweimal
frei,frei
ins,in
Haus,Haus
",",--
80nst,80nst
durch,durch
die,der
Post,Post
.,--
--,--
Anzeigen,Anzeige
:,--
Zeile,zeil
"1,50","1,50"
M.,M.
u.,u.
331,331
/,--
5,5
%,%
",",--
Teuerungszuschlag,Teuerungszuschlag
«,--
Familienanzeigen,Familienanzeig
"1,9sM.","1,9sM."
netto,netto
die,der
Zeile,Zeile
",",--
Keine,kein
Verbindlichkeit,Verbindlichkeit
fürAufnahme,fürAufnahme
in,in
eins,eins
bestimmte,bestimmt
Nummer,Nummer
.,--
Annahme,Annahme
im,in
Ullsteinhans,Ullsteinhan
",",--
Berlin,Berlin
SW,SW
68,68
",",--
Kochstr,Kochstr
.,.
22,22
-,-
26,26
",",--
und,und
in,in
allen,aller
Geschäftsstellen,Geschäftsstelle
des,der
Verlages,Verlag
.,--
',--
 , 
EE,EE
 , 
-15,-15
Pfennig,Pfennig
 , 
Im,in
Verlags,Verlag
von,von
Ullstein,Ullstein
&,&
Co.,Co.
Verantwortl.iür,Verantwortl.iür
die,der
Redaktion,Redaktion
«,--
init,init
Ausnahme,Ausnahme
des,der
Handelsteils,Handelsteil
),--
;,--
H.,H.
Bachmann,Bachmann
in,in
Berlin,Berlin
 , 
Was,was
Deutschland,Deutschland
zahlen,zahlen
soll,sollen
.,--
 , 
&,&
.,--
Die,der
Rede,Rede
des,der
Finanzministers,Finanzminister
Kloß,Kloß
",",--
 , 
3,3
«,--
Der,der
französische,französisch
Finanzminister,Finanzminister
hat,haben
",",--
wie,wie
shon,shon
kurz,kurz
berichtet,berichten
",",--
in,in
Her,Her
Kammer,Kammer
eine,ein
Rede,Rede
über,über
die,der
Zahlungen,Zahlung
Deutschlands,Deutschland
gehalten,halten
",",--
“,--
Hie,Hie
Frankreich,Frankreich
zu,zu
erwarten,erwarten
habe,haben
.,--
Die,der
Ungenauigkeiten,Ungenauigkeit
der,der
ersten,erster
Wiedergabe,Wiedergabe
werden,werden
jeht,jehen
einigermaßen,einigermaßen
durch,durch
einen,ein
zweiten,zweiter
aus-,aus
führliheren,führliher
Beriht,Beriht
des,der
Wolffshen,Wolffshen
Büros,Büro
korrigiert,korrigieren
.,--
Ein,ein
ab-,ab
Achließendes,Achließend
Urteil,Urteil
über,über
die,der
Rede,Rede
wird,werden
man,man
erst,erst
fällen,fällen
können,können
",",--
wenn,wenn
die,der
Rede,Rede
in,in
vollständiger,vollständig
Form,Form
vorliegen,vorliegen
wird,werden
.,--
Wir,wir
werden,werden
 , 
',--
Dann,dann
",",--
wie,wie
bei,bei
ähnlichen,ähnlich
Gelegenheiten,Gelegenheit
",",--
einen,ein
ausführlichen,ausführlich
Bericht,Bericht
 , 
Über,über
diese,dieser
tmmerhin,tmmerhin
wichtigen,wichtig
Ausführungen,Ausführung
veröffentlichen,veröffentlichen
.,--
Nach,nach
der,der
vorliegenden,vorliegend
Darstellung,Darstellung
hat,haben
Minister,Minister
Kloß,Kloß
sich,sich
zu-,zu-
nächst,nächst
eine,ein
kleine,klein
Zahienspielerei,Zahienspielerei
geleistet,leisten
",",--
indem,indem
er,er
die,der
Kriegs,Krieg
»,--
',--
ausgaben,Ausgabe
der,der
Alliierten,alliierter
zusammenrechnete,zusammenrechnen
.,--
Er,er
beziffert,beziffern
sie,sie
auf,auf
1670,1670
Milliarden,Milliarde
Francs,Franc
.,--
:,--
Um,um
die,der
Pensionen,Pension
verinehrt,verinehrt
sowie,sowie
um,um
die,der
-Zinsen,-Zinsen
von,von
hundert,hundert
Jahren,Jahr
würden,werden
4s00,4s00
Milliarden,Milliarde
herauskom-,herauskom
',--
men,men
",",--
Diese,dieser
Gumme,Gumme
kann,können
und,und
soll,sollen
Deutschland,Deutschland
natürlich,natürlich
nicht,nicht
gahlen,gahlen
",",--
:,--
sondern,sondern
es,es
solle,sollen
vor,vor
allem,alle
für,für
die,der
Wiedergutmachung,Wiedergutmachung
„,--
Joxgen,Joxgen
",",--
und,und
damit,damit
beginnt,beginnen
nun,nun
der,der
ernsthafte,ernsthaft
Teil,Teil
der,der
Rede,Rede
.,--
',--
Zunächst,zunächst
macht,machen
Kloß,Kloß
die,der
bezeihnende,bezeihnend
Bemerkung,Bemerkung
",",--
daß,daß
die,der
Frage,Frage
der,der
Priorität,Priorität
der,der
französishen,französish
Schuld,Schuld
no,no
<,<
niht,nihen
geregelt,regeln
sei,sein
.,--
Kloß,Kloß
zählt,zählen
dann,dann
auf,auf
",",--
welche,welcher
Leistungen,Leistung
sich,sich
Erankreich,Erankreich
von,von
Deutschland,Deutschland
bereits,bereits
gesichert,sichern
habe,haben
=,=
=,=
“,--
eine,ein
Ver,Ver
»,--
