Token,Lemma
(,--
0,0
),--
 , 
'S,'S
 , 
"""",--
*,*
.,--
83987,83987
 , 
1868,1868
],]
 , 
[,[
>,>
 , 
us,us
dg,dg
",",--
 , 
|,|
EIGEN,EIGEN
2,2
 , 
MERGE,MERGE
tE,tE
 , 
„,--
Freitag,Freitag
",",--
30.,30.
Änguft,Änguft
1918.,1918.
 , 
“,--
7,7
die,der
deutsch-russischea,deutsch-russischea
Ergünzungsvertä,Ergünzungsvertä
 , 
Estland,Estland
und,und
Livland,Livland
seibständig,seibständig
.,--
=,=
Rußland,Rußland
zahli,zahli
ar,ar
Deufichlaud,Deufichlaud
6,6
Milliarden,Milliarde
Mart,Mart
.,--
=,=
Herausgabe,Herausgabe
der,der
Bantdepois,Bantdepois
und,und
Güuißaben,Güuißabe
",",--
 , 
Foridauer,Foridauer
der,der
feindlichen,feindlich
Anstürme,Anstürm
im,in
Vesien,Vesien
.,--
 , 
Harte,hart
Kämpfe,Kampf
an,an
unseren,unser
neuen,neu
Linien,Linie
öftlich,öftlich
Peromne-Bapaume,Peromne-Bapaume
.,--
Fünfzig,fünfzig
Panzerwägen,Panzerwäg
zerschossen,zerschossen
.,--
=,=
=,=
Blulopfer,Blulopfer
der,der
Australier,Australier
.,--
 , 
kumilih,Kumilih
),--
Beblin,Beblin
",",--
2,2
%,%
.,--
Angast,Angast
",",--
ebeibs,ebeibs
.,--
1,1
die,der
 , 
[,[
ehie-Rtailan,ehie-Rtailan
streng,streng
Rohs,Rohs
darhelle,darhelle
„,--
Die,der
erüßiten,erüßin
frategischen,frategisch
Reserven,Reserve
seien,sein
Meg,Meg
von,von
Arras,Arras
haben,haben
fe,fe
mn,mn
|,|
erer,er
alte,alt
verbranft,Verbranft
Welehin,Welehin
Sun,Sun
Vorfeldgesechie,Vorfeldgesechie
vor,vor
unseren,unser
neuen,neu
Li-,Li
EU,EU
Sr,Sr
SINKT,SINKT
|,|
nien,nien
?,--
östlich,östlich
Bapammne-Peronne,Bapammne-Peronne
=,=
Pbstlich,Pbstlich
zisien,zisien
hofft,hoffen
auf,auf
dig,dig
Amtkeßer,Amtkeßer
u,u
?,--
Noyon,Noyon
.,--
Infanterielämpfe.an,Infanterielämpfe.an
der,der
Ailettt-,Ailettt
daß,daß
wehrscheinlichste,wehrscheinlichste
",",--
dh,dh
-,--
die,der
deutsche,deutsch
Hettes-,Hett
Zwischen,zwischen
Ailetie,Ailetie
und,und
Aisne,Aisne
find,find
besou-,besou
|,|
lrzzung,Lrzzung
uf,uf
de,--
Dindenburglinie,Dindenburglinie
zur,zu
 , 
7,7
QI,QI
Fe,Fe
I,I
BEEID,BEEID
:,--
 , 
„,--
ii,ii
 , 
Als,als
Ergebuis,Ergebuis
der,der
feit,Feit
meheeren,meheer
Monaten,Monat
in,in
/,--
intftre2,intftre2
Angels,Angel
whriten,whriten
=,=
sowrit,sowrit
die,der
Ew,Ew
»,--
Berlin,Berlin
gbführten,gbführt
deutsc-cussisczen,deutsc-cussisczen
Verhandlaa-,Verhandlaa
|,|
ES,ES
aauft-Ärvicpem,aauft-Ärvicpem
Aujgabot,Aujgabot
dazwischtfiävict,Dazwischtfiävict
gein-sind7nwie,gein-sind7nwie
bereits,bereits
gemeldet,melden
wurde,werden
",",--
am,an
27.,27.
d.,D.
(,--
ndzan,ndzan
;,--
id,id
ese,eser
8,8
HIEE,HIEE
Mönats,Mönat
drei,drei
Verträge,Vertrag
",",--
nümlicg,nümlicg
eia,eia
Er-,Er-
»,--
gl,gl
gänzungsvertrag,Gänzungsvertrag
zum,zu
Brester,Brester
Fried,Fried
?,--
38velirag,38velirag
sowie,sowie
ein,ein
Finanzabkomuaen,Finanzabkomuaen
umd,umd
ein,ein
Peivat-,Peivat-
t,t
rechteabkounten,Rechteabkount
zur,zu
Crgätzuag,Crgätzuag
des,der
Deatich-,Deatich
5,5
Breiter,Breiter
Friz,Friz
a.,a.
Russischen,russisch
Zusäzvetirages,Zusäzvetirag
",",--
durch,durch
den,der
Staais-,Staais
ÄH,ÄH
 , 
seteetär,seteetär
"""",--
00,00
m,m
Hinze,Hinze
und,und
den,der
Ministexial-,Ministexial
 , 
direkior,direkior
Kriege,Krieg
auf,auf
deutscher,deutsch
und,und
dem,der
diplo-,diplo
Eitiand,Eitiand
aud,aud
Livlaad,Livlaad
matischen,matisch
