Token,Lemma
319,319
191,191
0a,0a
“,--
2,2
-,--
07,07
Morgen-Auszabe,Morgen-Auszabe
",",--
 , 
|,|
.,--
»,--
und,und
Handelsbla,Handelsbla
!,--
186,186
Umgchau,Umgchau
",",--
 , 
Berlinische,berlinisch
Zeitung,Zeitung
von,von
Staa,Staa
 , 
Vogzitehs,Vogzitehs
Zeitung,Zeitung
erochefnt,erochefnt
fäglich,fäglich
zweimal,zweimal
(,--
morgens,morgens
und,und
abends,abends
),--
",",--
an,an
Sonn-,Sonn
und,und
Festtagen,Festtag
Dee,Dee
einmal,einmal
.,--
Jeden,jeder
Sonntag,Sonntag
dis,dis
Unswierte,Unswiert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
",",--
Sonstigs,Sonstig
Beilagen,Beilage
und,und
"""",--
Rubriken,Rubrik
:,--
Grundstücks,Grundstück
«,--
",",--
Hypotheken-,Hypotheke
und,und
Geldverkehr,Geldverkehr
",",--
Für,für
Reise,Reise
und,und
Warndernng,Warndernng
",",--
is8enzchaftliche,is8enzchaftlich
Sonntags,Sonntags
»,--
Beilage,Beilage
",",--
Allgemeine,allgemein
-Verlogungs,-Verlogung
+,+
Tabelle,Tabelle
",",--
 , 
|,|
 , 
-,--
Und,und
gelehrten,gelehrt
Sachen,Sache
 , 
Bezug,Bezug
:,--
Monatlich,monatlich
3.25,3.25
Mark,Mark
",",--
vierteljährlich,vierteljährlich
9.75,9.75
M.,M.
In,in
Groß-Bertin,Groß-Bertin
und,und
Umgegen,Umgeg
 , 
-,--
aol,aol
Zr,Zr
eimal,eimal
frei,frei
ins,in
Haus,Haus
",",--
80n8,80n8
t,t
Een,Een
die,der
Post,Post
.,--
=,=
=,=
Anzeigen,Anzeige
:,--
Zeile,zeil
1,1
M.,M.
u.,u.
80,80
%,%
",",--
Touerungszusoblags,Touerungszusoblag
Familienanzeigen,Familienanzeig
1,1
A.,Angeles
netto,netto
die,der
Zeile,Zeile
.,--
Keine,kein
Verbindlichkeit,Verbindlichkeit
für,für
Aufnahmein,Aufnahmein
eins,eins
bestimmte,bestimmt
Nummeg,Nummeg
&,&
"""",--
Annahme,Annahme
im,in
Ullsteinhans,Ullsteinhan
",",--
Berlin,Berlin
SW,SW
68,68
",",--
Kochatr,Kochatr
.,--
22,22
-,-
26,26
",",--
und,und
in,in
allen,aller
Geschäftzatellen,Geschäftzatelle
des,der
Verlagen,Verlag
.,--
 , 
d,d
&,&
ureh,ureh
eigens,eigens
Botan,Botan
 , 
Im,in
Verlags,Verlag
von,von
Ullstein,Ullstein
&,&
Co,Co
",",--
Verantwortl,Verantwortl
.,--
fürdie,fürdie
Redaktion,Redaktion
mit,mit
Ausnahme,Ausnahme
des,der
Fandelsteils,Fandelsteil
):,):
H.,H.
Bachmanv,Bachmanv
in,in
Berlin,Berlin
 , 
F,F
h,h
-,--
Zentrale,Zentrale
;,--
Ulletein,Ulletein
&,&
Co,Co
",",--
Moritzplats,Moritzplat
11800,11800
",",--
11.801,11.801
:,--
11802,11802
bis,bis
11,11
8s0,8s0
",",--
aowis,aowis
1,1
280,280
",",--
13,13
281,281
",",--
16,16
283,283
bis,bis
15,15
296,296
 , 
Schriftleitung,Schriftleitung
:,--
Berlin,Berlin
8W,8W
68,68
",",--
Kochstraße,Kochstraße
22,22
-,--
26,26
 , 
],]
 , 
Die,der
Münchener,Münchener
Räteregierung,Räteregierung
gestürzt,stürzen
.,--
 , 
Die,der
Verdaftung,Verdaftung
der,der
Kommunittenführer,Kommunittenführer
.,--
 , 
Drohtweldangunssres,Drohtweldangunssres
Sonderberichterstatters,Sonderberichterstatter
",",--
 , 
