Token,Lemma
=,=
Bei,bei
Fiiv,Fiiv
 , 
S4,S4
WESRERD,WESRERD
|,|
B25,B25
85,85
 , 
DP,DP
OBSIEES,OBSIEES
Gb,Gb
audiS,audiS
 , 
Wglich,wglich
frei,frei
ins,in
Haus,Haus
.,--
 , 
Br,Br
.,.
2214.,2214.
|,|
 , 
Koddorahe,koddorahe
22,22
-,--
26.,26.
nd,nd
m,m
jeder,jeder
Taae,Taae
 , 
"""",--
Jederuntibung,Jederuntibung
angemeen,angemeen
d,d
:,--
 , 
Winister,Winister
9eser,9eser
über,über
das,der
Berfehrse,Berfehrse
:,--
end,end
.,--
 , 
Allgemeine,allgemein
Gütersperre,Gütersperre
.,--
--,--
Tariferhöhun-,Tariferhöhun
gen,gen
.,--
=,=
Einscchneidende,einscchneidend
Verbote,Verbot
.,--
=,=
“,--
Ein,ein
Appell,Appell
an,an
Arbeiter,Arbeiter
und,und
Beamte,Beamter
",",--
 , 
ster,st
Oeser,Oeser
spra,spra
<,<
gestern,gestern
Mitgliedern,Mitglied
der,der
Berliner,Berliner
Han-,Han
Stammer,Stammer
über,über
die,der
Betriebslage,Betriebslage
der,der
aatseisenbahnen,aatseisenbahn
und,und
den,der
Herbst,Herbst
«,--
verkehr,verkehr
.,--
Er,er
darauf,darauf
hin,hin
",",--
daß,daß
sich,sich
ein,ein
großer,groß
Teil,Teil
des,der
Volkes,Volk
des,der
Ernstes,Ernst
der,der
Lage,Lage
3,3
t,t
bewußt,bewußt
set,set
",",--
Man,man
beteilige,beteiligen
fich,fich
an,an
Tänzen,Tänze
wie,wie
vor,vor
dem,der
Kriege,Krieg
und,und
daran,daran
",",--
daß,daß
wir,wir
einen,ein
Weltkriea,Weltkriea
ver-,ver
 , 
Die,der
Verhältnisse,Verhältnis
bei,bei
der,der
preußi,Preußi
»,--
befin,Befin
eber,Eber
sollten,sollen
zu,zu
denken,denken
Tag,Tag
erfordere,erfordern
aus,aus
dem,der
Staatsfäel,Staatsfäel
8,8
von,von
zehn,zehn
Millionen,Million
Mark,Mark
Der,der
x,x
betrage,betragen
nur,nur
20,20
<,<
15,15
pCt,pCt
",",--
des,der
rkehrs,Rkehr
",",--
der,der
Scnellzugverkehr,Scnellzugverkehr
sei,sein
so-,so
gesunken,sinken
.,--
Eine,ein
Hofinung,Hofinung
auf,auf
Besservna,Besservna
sei,sein
nicht,nicht
vorhanden,vorhanden
.,--
Schuld,schuld
an,an
den,der
Verhältnissen,Verhältnis
feien,feien
die,der
fortdouernden,fortdouernd
Streiks,Streik
und,und
die,der
Kohlennot,Kohlennot
Verkehrsbeschränkungen,Verkehrsbeschränkung
ären,ären
daher,daher
unvermeidlich,unvermeidlich
",",--
Für,für
den,der
Winter,Winter
feien,feien
noch,noch
weitergehende,weitergehend
Bestimmungen,Bestimmung
für,für
den,der
Personenverkehr,Personenverkehr
weiterhin,weiterhin
unausbleiblich,unausbleiblich
",",--
Unter,unter
der,der
Kohlennot,Kohlennot
leide,leide
niht,nihen
nur,nur
die,der
Eisenbahn,Eisenbahn
",",--
sondern,sondern
das,der
gefamte,gefamt
deutsche,deutsch
Wirtschaftsleben,Wirtschaftslebe
",",--
auch,auch
die,der
Landwirtschaft,Landwirtschaft
",",--
Mon,Mon
werde,werden
genötigt,nötigen
i,i
schaft,Schaft
auf,auf
eine,ein
aanz,Aanz
Möglicherweise,Möglicherweise
wird,werden
 , 
rößte,rößte
Teil,Teil
der,der
Heiz-,Heiz
kroft,Kroft
dur,dur
&,&
den,der
Schornstein,Schornstein
geht,gehen
",",--
in,in
der,der
bit,Bit
Heri,Heri
m,m
ganz,ganz
verbieten,verbieten
müssen,müssen
Die,der
treffe,treffen
an,an
dem,der
Kohleuwangel,Kohleuwangel
keine,kein
ng,ng
der,der
Kohlenbauer,Kohlenbauer
habe,haben
sich,sich
nd,nd
der,der
verringerten,verringert
Arbeitszei,Arbeitszei
indert,inderen
",",--
aber,aber
es,es
seien,sein
1700,1700
Bergleute,Bergleute
abge,abge
»,--
wandert,wandern
",",--
die,der
niet,Niet
zu,zu
erfehen,erfeh
feien,Feie
.,--
Die,der
Ver-,Ver
Candl,Candl
/,--
ungen,ungen
in,in
Verscilles,Verscille
in,in
Bezua,Bezua
auf,auf
die,der
 , 
ESchu.d,ESchu.d
.,--
nur,nur
entfpre,entfpre
 , 
nden,nd
Aeußerungen,Aeußerung
des,der
bevell-,bevell
ö,ö
zösishen,zösish
Verhandlungsleiters,Verhandlungsleiter
sei,sein
eine,ein
Erleichterung,Erleichterung
des,der
Friedonsvertrages,Friedonsvertrag
in,in
dieser,dieser
Beziehung,Beziehung
nicht,nicht
zu,zu
erhoffen,erhoffen
.,--
Die,der
Etaatsbahnen,Etaatsbahn
hatten,haben
in,in
normalen,normal
Zei,Zei
ten,ten
Kohlenvorräte,Kohlenvorrat
fü,fü
.,--
Zur,zu
geregelten,geregelt
Wowidlung,Wowidlung
des,der
t,t
ein,ein
solcher,solcher
Vorrat,Vorrat
 , 
Unbedingt,Unbedingt
