Token,Lemma
jf,jf
 , 
Begründet,begründen
.,--
WHI,WHI
RIET,RIET
 , 
WRE,WRE
),--
 , 
Die,der
Yoznizebe,Yoznizeb
 , 
Finanz,Finanz
und,und
Handelsbla,Handelsbla
/,--
 , 
Litorarieche,Litorarieche
Ümachau,Ümachau
",",--
Ingennohaftliche,Ingennohaftlich
 , 
ImVerlage,ImVerlage
von,von
Ulietein,Ulietein
&,&
Oe,Oe
",",--
Verantwort,Verantwort
],]
.,--
fürdie,fürdie
Redaktion,Redaktion
mit,mit
Avenahme,Avenahme
dos,dos
Handolstell,Handolstell
»,--
s,s
):,):
','
B.,B.
Baohmiann,Baohmiann
in,in
Berlin,Berlin
 , 
|,|
2,2
„,--
Einsgimg,Einsgimg
mit,mit
den,der
Eisenbahner-,Eisenbahner
|,|
en,en
Organisationen,Organisation
.,--
 , 
„,--
"""",--
|Div,|Div
.,--
für,für
gestern,gestern
mittag,mittag
.,--
um,um
18.,18.
Uhr,Uhr
im,in
Abgeordnetenhoufs,Abgeordnetenhouf
angs-,angs-
Jahzte,Jahzt
Sitzung,Sitzung
der,der
Negierungsvertreter,Negierungsvertreter
',--
mit,mit
den,der
Vertretern,Vertreter
der,der
Visenbahniorganisadionen,Visenbahniorganisadion
konnte,können
.,--
zunächst,zunächst
wicht,wichen
stattfinden,stattfinden
",",--
da,da
Mi,Mi
yrösder,Yrösder
O.6sex,O.6sex
vor,vor
Eintritt,Eintritt
in,in
.,--
die,der
Verhandlungen,Verhandlung
bekannt,bekannt
gab,geben
",",--
“,--
Haß,Haß
ein,ein
Mitglied,Mitglied
des,der
Zentvalrates,Zentvalrat
",",--
das,der
vom,von
Deutschen,deutsch
Eisenbahner,Eisenbahner
werbande,werbanden
zur,zu
Teilnahme,Teilnahme
an,an
den,der
Verhandlungen,Verhandlung
bestimmt,bestimmen
war,sein
",",--
','
gestern,gestern
.,--
in,in
“,--
der,der
Hauptwerkstätte,Hauptwerkstätt
Potadam,Potadam
den,der
:,--
Geonevalstroff,Geonevalstroff
prokla-,prokla-
miert,mieren
habe,haben
",",--
fo,fo
daß,daß
die,der
Regierung,Regierung
zu,zu
der,der
neuen,neu
Situation,Situation
erst,erst
..,..
Die,der
Sthung,Sthung
wiuvpde,wiuvpde
dann,dann
um,um
8.,8.
Uhr,Uhr
.,--
von,von
mweuen,mweuen
mit,mit
der,der
Er-,Er
"""",--
','
Ftürung,Ftürung
der,der
Gtaatsregierung,Gtaatsregierung
eröffnet,eröffnen
",",--
daß,daß
weitere,weit
Verhandlungen,Verhandlung
zur,zu
unter,unter
der,der
Bedingung,Bedingung
gepflogen,gepfliehen
werden,werden
könnten,können
",",--
daß,daß
das,der
bv-,bv
"""",--
treffende,treffend
Mitglied,Mitglied
',--
des,der
Zentralrates,Zentralrat
von,von
weiteren,weit
Verhandlungen,Verhandlung
 , 
"""",--
ausgeschlossen,ausschließen
werde,werden
",",--
und,und
daß,daß
ferner,ferner
dir,dir
Organisationen,Organisation
bereit,bereit
seien,sein
",",--
auf,auf
Grund,Grund
der,der
.,--
von,von
der,der
.,--
Regierung,Regierung
zu,zu
machenden,machend
Vorschläge,Vorschlag
",",--
idbe,idbe
die,der
:,--
Grundlage,Grundlage
filr,filr
die,der
Einigung,Einigung
bilden,bilden
',--
wiivden,wiivd
",",--
Kundgebungen,Kundgebung
in,in
dis,dis
Gisenbahner,Gisenbahner
zu,zu
veröffentlichen,veröffentlichen
.,--
|,|
Der,der
Wortlaut,Wortlaut
.,--
dieser,dieser
Kund-,Kund
 , 
','
pebungen,Pebunge
",",--
denen,der
die,der
Vertreter,Vertreter
der,der
Organisationen,Organisation
zustiminten,zustiminten
",",--
wart,wart
|,|
 , 
Me,Me
Vorstand,Vorstand
.,--
des,der
Deutschen,deutsch
 , 
Eisenbahner-Verbandes,Eisenbahner-Verbande
-,--
exklärt,exklären
",",--
stimmung,Stimmung
zustandegekommen,zustandekommen
ist,sein
",",--
däß,Däß
',--
er,er
diesen,dieser
Streit-,Streit
entschieden,entschieden
verurteilt,verurteilen
",",--
insbesondere,insbesondere
heshalb,heshalb
",",--
weil,weil
er,er
vor,vor
Beginn,Beginn
der,der
Vorhand,Vorhand
»,--
 , 
Jungen,Junge
mit,mit
der,der
Regierung,Regierung
ausgebrochen,ausbrechen
und,und
während,während
derfelben,derfelb
fich,fich
|,|
 , 
„,--
weiter,weiter
ausgebreitet,ausbreiten
hat,haben
",",--
Wir,wir
richten,richten
an,an
unsere,unser
Mitglieder,Mitglied
das,der
"""",--
dringende,dringend
.,--
Grsüchen,Grsüchen
",",--
sich,sich
:,--
weder,weder
von,von
spartakistischer,spartakistisch
",",--
noch,noch
von,von
Leaktionärer,Leaktionärer
Seite,Seite
zu,zu
.,--
Putschen,Putschen
und,und
Unbesonnenheiten,Unbesonnenheit
verleiten,verleiten
zu,zu
lassen,lassen
",",--
Die,der
','
Ausbesferung,Ausbesferung
der,der
wirtschaftlichen,wirtschaftlich
-,--
Verhältnisse,Verhältnis
der,der
„,--
Eisenbahner,Eisenbahner
und,und
die,der
Erfüllung,Erfüllung
der,der
sonstigen,sonstig
Forderungen,Forderung
können,können
',--
nur,nur
erreicht,erreichen
werden,werden
",",--
wenn,wenn
die,der
gewerkschaftliche,gewerkschaftlich
Disziplin,Disziplin
streng,streng
gF-,gF-
„,--
wahrt,wahrt
wird,werden
.,--
Deshalb,deshalb
fordern,fordern
wir,wir
unfere,unf
Mitglieder,Mitglied
auf,auf
",",--
sofort,sofort
Hie,Hie
Arbeit,Arbeit
wieder,wieder
.,--
aufzunehmen,aufnehmen
.,--
“,--
1,1
 , 
.,--
Der,der
Allgemeine,allgemein
Eisenbahner,Eisenbahner
»,--
Verband,Verband
",",--
die,der
Ge-,Ge
werkschaft,Werkschaft
„,--
Deutscher,deutsch
Eisenbahner,Eisenbahner
",",--
die,der
Gemeinschaft,Gemeinschaft
der,der
Staats,Staat
»,--
Handwerder,Handwerder
und,und
),--
«,--
Arbeiter,Arbeiter
und,und
',--
der,der
Eisenbahnbeamtenbimd,Eisenbahnbeamtenbimd
richten,richten
folgenden,folgend
Appell,Appell
an,an
ihre,ihr
Mitglieder,Mitglied
:,--
s,--
 , 
„,--
Vir,Vir
.,--
mißbilligen,mißbilligen
die,der
Eisenbahnerstreiks,Eisenbahnerstreik
",",--
die,der
ausgebrochen,ausgebroch
find,Find
„,--
vor,vor
Einleitung,Einleitung
und,und
während,während
der,der
Führung,Führung
der,der
Verhandlungen,Verhandlung
zwischen,zwischen
den,der
beteiligten,beteiligt
Organisationen,Organisation
“,--
uud,uud
',--
den,der
:,--
maßgebenden,maßgebend
 , 
Stellen,Stelle
",",--
auf,auf
das,der
','
schärfste,scharf
",",--
weil,weil
.,--
durch,durch
.die,.die
Streiks,Streik
ein,ein
.,--
Erfolg,Erfolg
-,--
der,der
|,|
 , 
Verhandlungen,Verhandlung
in,in
Frage,Frage
gestellt,stellen
),--
wird,werden
",",--
Wir,wir
fordern,fordern
-deshalb,-deshalb
un-,un
sere,serer
Mitglieder,Mitglied
",",--
soweit,soweit
sie,sie
etwa,etwa
am,an
Streik,Streik
beteiligt,beteiligen
find,Find
",",--
auf,auf
",",--
die,der
Urbeit,Urbeit
sofort,sofort
wieder,wieder
.,--
aufzunehmen,aufnehmen
;,--
Das,der
Ergebnis,Ergebnis
der,der
Verhand,Verhand
«,--
Inngen,Inngen
wird,werden
alsbald,alsbald
nach,nach
ihrem,ihr
.,--
Abschluß,Abschluß
bekanntgegeben,bekanntgeben
:,--
werden,werden
.,--
“,--
-,--
"""",--
Minister,Minister
Ooser,Ooser
"""",--
führte,führen
weiter,weiter
aus,aus
",",--
daß,daß
die,der
Stuatsregierung,Stuatsregierung
mit,mit
Vertretern,Vertreter
der,der
Landesverfammlung,Landesverfammlung
.,--
zusammengetreten,zusammengetreten
',--
sei,sein
",",--
um,um
nomals,nomals
zu,zu
prüfen,prüfen
",",--
was,was
bei,bei
der,der
trostlosen,trostlos
Finanzläge,Finanzlag
des,der
Staates,Staat
getan,tun
werden,werden
Wnne,Wnne
",",--
um,um
Arbeitern,Arbeiter
und,und
Beamten,Beamter
zu,zu
helfen,helfen
",",--
Troß,Troß
aller,aller
finanziellen,finanziell
Bedenken,Bedenken
seien,sein
Regierung,Regierung
und,und
.,--
Landesverfamm,Landesverfamm
«,--
Jung,Jung
.,--
bereit,bereit
",",--
für,für
den,der
Zeitraum,Zeitraum
von,von
drei,drei
Monaten,Monat
etwa,etwa
eine,ein
halbe,halb
Milliarde,Milliarde
aufzuwenden,aufzuwenden
;,--
um,um
-,--
die,der
Leobensmittelverhältnisse,Leobensmittelverhältnis
zu,zu
bessern,bessern
",",--
Aber,aber
ste,ste
halts,halts
es,es
nicht,nicht
für,für
richtig,richtig
",",--
diese,dieser
Ausgabe,Ausgabe
ledig,ledig
»,--
Iich,Iich
für,für
.,--
einen,ein
Jeil,Jeil
der,der
Bevölkerung,Bevölkerung
"""",--
aufzuwenden,aufzuwend
",",--
sondern,sondern
filr,filr
das-,das
',--
gesamte,gesamt
Volk,Volk
:,--
Er,er
',--
evinnerte,evinneren
',--
hiebei,hiebei
:,--
die,der
Eisenbahner,Eisenbahner
daran,daran
",",--
daß,daß
sie,sie
boi,boi
.,--
den,der
.Verhandlungsn,.Verhandlungsn
vor,vor
sechs,sechs
Wochen,Woche
erklärt,erklären
hätten,haben
",",--
/sie,/sie
werzichten,werzichen
auf,auf
Lohnforderungen,Lohnforderung
",",--
wenn,wenn
eine,ein
fühlbare,fühlbar
Erleichterung,Erleichterung
der,der
Lebensführung,Lebensführung
",",--
geschaffen,schaffen
würde,werden
.,--
Die,der
„,--
dauernden,dauernd
Unterhand-,Unterhand
 , 
Jungen,Junge
mit,mit
',--
den,der
maßgebenden,maßgebend
Reichastellen,Reichastelle
hätten,haben
gestern,gestern
zum,zu
',--
 , 
Abschluß,Abschluß
geführt,führen
",",--
5,5
),--
 , 
Reich,Reich
",",--
Staat,Staat
amd,amd
Gemesnhen,Gemesnhe
werden,werden
",",--
um,um
eine,ein
starke,stark
Senkung,Senkung
 , 
der,der
wichtigsten,wichtig
Bedarfsartikel,Bedarfsartikel
herböizuführen,herböizuführen
",",--
etwa,etwa
1,1
%,%
Milliarden,Milliarde
gaufbringan,Gaufbringan
",",--
“,--
Sie,sie
schließen,schließen
gewissermaßen,gewissermaßen
einen,ein
Vertrag,Vertrag
",",--
daß,daß
von,von
Ende,Ende
nächster,nächster
Woche,Woche
',--
ab,ab
besthmute,besthmut
Nationen,Nation
zu,zu
bestimmten,bestimmt
Preisen,Preis
ian,ian
die,der
gesamte,gesamt
Bevölkerung,Bevölkerung
geltefert,ltefern
wenden,wenden
",",--
Die,der
Senkung,Senkung
werde,werden
fo,fo
',--
stark,stark
fein,fein
/,--
daß,daß
sich,sich
für,für
eine,ein
fünfköpfige,fünfköpfig
Familie,Familie
.,--
eine,ein
Wochen,Woche
»,--
ersparnis,Ersparni
von,von
.,--
25,25
-,--
30,30
"""",--
Mark,Mark
ergeben,ergeben
würde,werden
",",--
',--
Durch,durch
diese,dieser
Lösung,Lösung
würde,werden
dam,dam
ganzen,ganz
Volke,Volke
geholfen,helfen
',--
werden,werden
und,und
es,es
stehe,stehen
zu,zu
hoffen,hoffen
",",--
Haß,Haß
sie,sie
auch,auch
den,der
Anfang,Anfang
der,der
',--
politischen,politisch
Gefundung,Gefundung
bedeute,bedeuten
",",--
 , 
),--
"""",--
