Token,Lemma
04,04
vosßai,vosßai
vony,Vony
 , 
Die,der
neuen,neu
Bege,Beg
der,der
Donnu-Monarchie,Donnu-Monarchie
.,--
 , 
Das,der
wirfuugelose,wirfuugelos
Kaifermanifest,Kaifermanifest
",",--
=,=
>,>
Tiszas,Tiszas
Uösage,Uösage
au,au
Deutschland,Deutschland
",",--
 , 
Das,der
kaiserliche,kaiserlich
Manifest,Manifest
und,und
die,der
Rede,Rede
T,T
!,--
s109,S109
zeigen,zeigen
an,an
",",--
welche,welcher
Wege,Weg
man,man
in,in
Oesterreich,Oesterreich
un3,un3
13,13
Ungarn,Ungar
zu,zu
gehen,gehen
gesonnen,gesonnen
kft,kft
",",--
wenn,wenn
nicht,nicht
der,der
immer,immer
dodikaler,dodikal
werdende,werdend
Gelbsthestim,Gelbsthestim
»,--
<,<
der,der
einzelnen,einzeln
Rationen,Ration
"""",--
iese,ies
lekte,lekt
Reuozleutierung,Reuozleutierung
des,der
amtlichen,amtlich
OesterreiH,OesterreiH
und,und
des,der
unabhängigen,unabhängig
Ungern,Unger
Über,über
den,der
Haufen,Haufen
 , 
Das,der
kalserliche,kalserlich
Manifest,Manifest
hat,haben
eine,ein
unver,unv
»,--
Aufnahme,Aufnahme
gefunden,finden
.,--
"""",--
ex,ex
Ablage,Ablage
der,der
Tschechen,Tscheche
haben,haben
nunmehr,nunmehr
awischen,awisch
Abgeordneten,abgeordneter
beschlossen,beschließen
",",--
ammlung,Ammlung
küres,kür
Alubs,Alub
folgenden,folgend
An-,An
fest,fest
",",--
betrefsend,betrefsend
die,der
 , 
herbeiführen,herbeiführen
",",--
der,der
nnverrädbar,nnverrädbar
an,an
öusammenscchluß,öusammenscchluß
aller,aller
Glo,Glo
»,--
Kroaten,Kroate
und,und
Gerben,Gerbe
in,in
einem,ein
veränen,verän
Staate,Staat
festhält,festhalten
.,--
“,--
Unter,unter
ish-slawiichen,ish-slawiich
Nattonall,Nattonall
.,--
stärksten,stark
Widerspruch,Widerspruch
",",--
nisost,nisost
fich,fich
ausdr,ausdr
],]
üclich,üclich
für,für
die,der
Un-,Un-
it,it
des,der
Gebietes,Gebiet
der,der
ungarischen,ungarisch
Krone,Krone
',--
prochen,prochen
hat,haben
.,--
