Token,Lemma
WETEN,WETEN
URN,URN
KN,KN
0844,0844
UNS,UNS
MN,MN
Milas,Mila
Kandis,Kandis
|,|
5,5
“,--
 , 
12404,12404
10,10
MM,MM
en,--
meren,meren
 , 
[,[
],]
 , 
0,0
 , 
EEE,EEE
EEE,EEE
 , 
Minisferliste,Minisferliste
der,der
Ieutschen,Ieutschen
Republik,Republik
.,--
 , 
Das,der
Minisferium,Minisferium
Scheidenann,Scheidenann
.,--
 , 
7,7
Oie,Oie
voraussicllice,voraussicllice
Ministerlifie,Ministerlifie
.,--
 , 
j,j
H,H
 , 
Das,der
Regierungsprozramm,Regierungsprozramm
.,--
Hwischen,Hwischen
den,der
Perteien,Perteien
",",--
die,der
das,der
künftige,künftig
 , 
Meichskabinett,Meichskabinett
stellen,stellen
werden,werden
",",--
ist,sein
gestern,gestern
bereits,bereits
 , 
wegen,wegen
des,der
Negierungsprogramms,Negierungsprogramm
Fühlung,Fühlung
genommen,nehmen
worden,werden
.,--
Die,der
Mehrheits-,Mehrheit
fozialisten,fozialisten
heben,heben
ein,ein
feyr,feyr
umfangreiches,umfangreich
Arbeits,Arbeits
»,--
programm,Programm
aufgestellt,aufstellen
.,--
ist,sein
von,von
den,der
bei-,bei
den,der
anderen,anderer
Kociitionsparteien,Kociitionsparteie
",",--
den,der
deutscen,deutscen
Demokret2,Demokret2
:,--
und,und
dem,der
Zentrum,Zentrum
",",--
der,der
Einwurf,Einwurf
er-,er
Hoben,Hobe
",",--
daß,daß
die,der
kommende,kommend
Reg'erung,Reg'erung
lediaich,lediaich
die,der
Avsqabe,Avsqabe
habe,haben
",",--
erst,erst
die,der
Arbeit,Arbeit
der,der
ver-,ver
fossunggebenden,fossunggebende
Natioralverlammlung,Natioralverlammlung
zu,zu
Ende,Ende
zu,zu
fütren,fütren
.,--
Dann,dann
müßte,müssen
ohnehin,ohnehin
ein,ein
neues,neu
Parlament,Parlament
gewählt,wählen
und,und
infolgedessen,infolgedessen
auh,auh
eine,ein
veue,veu
Negieruna,Negieruna
gebildet,bilden
werden,werden
.,--
Es,es
ge,ge
*,*
rüge,rüge
e,e
!,--
so,so
",",--
ein,ein
poar,Poar
große,groß
Richtlinien,Richtlinie
für,für
die,der
vemein'ame,vemein'ame
Arbeit,Arbeit
der,der
Parteien,Partei
und,und
der,der
Regierung,Regierung
niederzulegen,niederlegen
.,--
Im,in
gen,gen
Tages,Tag
werden,werden
von,von
den,der
dert,deren
»,--
und,und
dem,der
Zentrum,Zentrum
sole,solen
Riett-,Riett
eqt,eqt
",",--
und,und
es,es
wird,werden
an,an
so,so
»,--
tausch,tausch
zwischen,zwischen
den,der
Par-,Par
 , 
Then,Th
Barteien,Barteien
",",--
Enftighin,Enftighin
nicht,nicht
nur,nur
die,der
Etaats,Etaat
"""",--
ekretärvosten,ekretärvosten
",",--
scndern,scndern
au,au
<,<
ümtliche,ümtlich
 , 
leitenden,leitend
Posten,Posten
des,der
diplomatischen,diplomatisch
Dienstes,Dienst
",",--
also,also
sämtliche,sämtlicher
Botschafter,Botschafter
und,und
Ge,Ge
»,--
fandten,fandn
",",--
von,von
Ange,Ange
!,--
"""",--
zen,zen
pazlamentarischer,pazlamentarisch
Tarteien,Tarteie
oder,oder
Vertrau,Vertrau
.,--
3männern,3männer
dieser,dieser
Par-,Par
teien,Teie
beseßt,beseßen
werden,werden
",",--
Es,es
ist,sein
selbstverständlich,selbstverständlich
",",--
daß,daß
diese,dieser
Forderung,Forderung
bei,bei
den,der
Mehrheitssoziaii-,Mehrheitssoziaii
ften,fn
nicht,nicht
nur,nur
keinen,kein
Widerstand,Widerstand
",",--
sondern,sondern
vei,vei
»,--
fällige,fällig
Aufnahme,Aufnahme
findet,finden
.,--
 , 
Eine,ein
Kriegserklärung,Kriegserklärung
der,der
Polen,Pole
.,--
 , 
Ablehnung,Ablehnung
der,der
Regierungsfordernngen,Regierungsfordernng
.,--
=,=
-,--
Aufruf,Aufruf
zu,zu
den,der
Waffen,Waffe
.,--
=,=
Ein,ein
„,--
Kabinetts,Kabinett
frü,frü
polnischer,polnisch
Entftellungekunft,Entftellungekunft
“,--
",",--
 , 
Verlin,Verlin
",",--
9.,9.
Feöruor,Feöruor
.,--
Durch,durch
die,der
um,um
7.,7.
Februar,Februar
iu,iu
der,der
Presse,Presse
Mitteilung,Mitteilung
ist,sein
 , 
gel,gel
:,--
 , 
mationen,Matione
auf,auf
reichsdeutichem,reichsdeutich
Gebiet,Gebiet
verbleiben,verbleiben
dürften,dürfen
.,--
=,=
-,--
Sierauf,sierauf
ist,sein
der,der
preußischen,preußisch
Regierang,Regierang
heute,heute
nachstehende,nachstehend
An,an
xt,xt
des,der
obersten,oberer
polniscchen,polniscch
Volksrats,Volksrat
zugegangen,zugegangen
:,--
 , 
„,--
Aus,aus
al'gemeinen,al'gemein
Menschlichkeitsrücsichten,Menschlichkeitsrücsichte
haben,haben
wir,wir
Ihnen,ihnen
Einsiellung,Einsiellung
von,von
Geiselpolitik,Geiselpolitik
",",--
Repressalien,Repressalie
",",--
Einstellung,Einstellung
von,von
Luft-,Luft
und,und
Gas-,Gas
giftangriffen,giftangriffen
und,und
schließlich,schließlich
zwe,zwe
>,>
s,--
Ber,Ber
»,--
meidene,meiden
v,v
',--
"""",--
hen,hen
Blutvergießens,Blutvergießen
Einstellung,Einstellung
von,von
Kamp,Kamp
",",--
adlungen,Adlung
vorgeschlagen,vorschlagen
.,--
Haben,Haben
gleichfalls,gleichfalls
niemals,niemals
Standpunkt,Standpunkt
verlassen,verlassen
",",--
daß,daß
wir,wir
Entscheidungen,Entscheidung
des,der
Friedenskongresses,Friedenskongreß
niht,nihen
vorgreifen,vorgreifen
wollen,wollen
.,--
Unsere,unser
Be-,Be
wegung,Wegung
war,sein
elementarer,elementar
Protest,Protest
des,der
Vol!2s,Vol!2s
gegen,gegen
juhrzehntelange,juhrzehntelange
Unterdrü&>ung,Unterdrü&>ung
",",--
«,--
gegen,gegen
Nidcht-,Nidcht
aufhebung,Aufhebung
von,von
Ausnahmevorschriften,Ausnahmevorschrift
und,und
Nich,Nich
:,--
okberufung,Okberufung
von,von
hokotistischen,hokotistisch
Be-,Be
amton,Amton
",",--
gegen,gegen
Greuel,Greuel
demorolisierter,demorolisiert
Grenze,Grenze
sezußbanden,sezußbanden
.,--
Während,während
unserer,unser
Berliner,Berliner
Ver-,Ver
Hondlung,Hondlung
bewiesen,beweisen
sie,sie
volle,voll
Geneigtheit,Geneigtheit
zum,zu
ArfHluß,ArfHluß
von,von
Woffenstillstand,Woffenstillstand
und,und
weiteren,weit
 , 
Verhandlungen,Verhandlung
",",--
Entgegen,entgegen
getroffenen,getroffen
Ver-,Ver
einbarungen,einbarung
machen,machen
fis,fis
Abschluß,Abschluß
von,von
Äfenzuhe,Äfenzuhe
ebhängig,ebhängig
von,von
Auflöfung,Auflöfung
 , 
unferer,unfer
bewoffneten,bewoffnet
Formottonen,Formottone
",",--
Wir,wir
diese,dieser
Forderung,Forderung
kategorisch,kategorisch
ab,ab
.,--
 , 
Seimet,Seimet
gegen,gegen
disziplinlojen,disziplinlojen
Grenz-,Grenz
und,und
Sei,Sei
«,--
matshuß,Matshuß
und,und
eventuelle,eventuell
gegen,gegen
Weisen,weise
ihnen,ihnen
alle,aller
 , 
Diese,dieser
Antwort,Antwort
ist,sein
e,e
in,in
Kabinettstä,Kabinettstä
>,>
polnischer,polnisch
Entstollungskunst,Entstollungskunst
",",--
Mit,mit
Worten,Wort
beteuern,beteuern
die,der
Bolen,Bole
immer,immer
wärder,wärd
",",--
den,der
Entscheidungen,Entscheidung
des,der
Friedenskongresses,Friedenskongreß
nicht,nicht
vozgreifen,vozgreifen
zu,zu
wollen,wollen
.,--
Ihre,ihr
Taten,Tat
",",--
itre,Itre
plon,Plon
»,--
mäßige,mäßig
Cntfesselung,Cntfesselung
und,und
Durchführung,Durchführung
des,der
Auf-,Auf
 , 
hrs,Hr
stehen,stehen
im,in
scchhroffsten,scchhroffsten
Gegensoß,Gegensoß
zu,zu
diesen,dieser
Worten,Wort
.,--
Die,der
preußische,preußisch
Negierung,Negierung
hat,haben
mit,mit
Forderung,Forderung
nur,nur
des,der
verlangt,verlangen
",",--
was,wer
no,no
<,<
der,der
1,1
:,--
Redtslage,Redtslage
ihre,ihr
setbstverständlihe,Setbstverständlihe
Pflicht,Pflicht
war,sein
.,--
Wos,wos
die,der
Polen,Polen
zu,zu
Verhandiungen,Verhandiung
aach,aach
Dein,dein
4rieß,4rieß
",",--
waren,sein
weniger,weniger
Rücfichten,Rücficht
der,der
MeaHliche,MeaHliche
eit,eit
als,als
vielmehr,vielmehr
birtere,birt
wirtschaftliche,wirtschaftlich
Eollten,Eollt
die,der
polnischen,polnisch
Gewa'thobre,Gewa'thobre
um,um
ihre,ihr
MoHt,MoHt
zittern,zittern
/,--
und,und
deshalb,deshalb
met,met
wagen,Wagen
",",--
den,der
ven,v
preußischer,preußisch
Seite,Seite
gewieseren,gewieser
Weg,Weg
zur,zu
Cin-,Cin
 , 
fteJung,fteJung
des,der
Blutvergießens,Blutvergießen
zu,zu
betretent,betretent
 , 
die,der
erste,erster
Lesung,Lesung
der,der
Noiversassung,Noiversassung
.,--
 , 
Teleg,teleg
?,--
.,--
unf,unf
.,--
Gonderberichterstatterb,Gonderberichterstatterb
 , 
Weimar,Weimar
",",--
8.,8.
Frbruar,Frbruar
.,--
 , 
Einheitsstoat,Einheitsstoat
oder,oder
Bundesstaat,Bundesstaat
=,=
=,=
das,der
sind,sein
die,der
beiden,beide
äußersten,äußer
Pole,Pol
",",--
um,um
die,der
sich,sich
die,der
ganzen,ganz
politischen,politisch
Erörterangen,Erörterang
der,der
deutschen,deutsch
",",--
verjas-,verjas
sunggsbenden,sunggsbend
Nationalversammlung,Nationalversammlung
im,in
Laufe,Lauf
der,der
nächsten,nächster
Wochen,Woche
drehen,drehen
werden,werden
.,--
Soll,sollen
die,der
deutsche,deutsch
Republik,Republik
in,in
ihren,ihr
staatsrecchtlichen,staatsrecchtlich
Grundrissen,Grundrisse
dem,der
alten,alt
Deutschen,deutsch
Reich,Reich
gleich,gleich
oder,oder
wenigstens,wenigstens
ähnlich,ähnlich
sehen,sehen
oder,oder
j9,j9
sie,sie
von,von
Grund,Grund
aus,aus
neu,neu
gestaltet,gestalten
werden,werden
?,--
Da,da
ist,sein
es,es
nun,nun
merkwürdig,merkwürdig
zu,zu
sehen,sehen
",",--
daß,daß
gerade,gerade
unter,unter
den,der
radikalsten,radikal
Revolutionären,revolutionär
sich,sich
diejenigen,derjenige
finden,finden
",",--
die,der
am,an
zähesten,zäh
und,und
konjervativjien,konjervativjien
den,der
eiten,eit
bundesstaatlichen,bundesstaatlich
Charakter,Charakter
des,der
alten,alt
deutschen,deutsch
Kaiserreiches,Kaiserreich
au,au
<,<
für,für
die,der
Republik,Republik
bewahrt,bewahren
avissen,avissen
wollen,wollen
.,--
Eo,eo
ist,sein
es,es
in,in
Bayern,Bayern
der,der
unab-,unab
Sozialist,Sozialist
-Dr,-Dr
.,--
Eisner,Eisner
",",--
der,der
Arm,Arm
in,in
Arm,Arm
 , 
mit,mit
dem,der
Zentrumsführer,Zentrumsführer
Dr.,Dr.
Heim,Heim
wieder,wieder
bayw,bayw
rische,risch
Löwe,Löwe
in,in
Person,Person
füx,füx
sämtliche,sämtlicher
Bay-,Bay
 , 
erns,Ern
kämpft,kämpfen
.,--
 , 
Der,der
Etaatsfekretär,Etaatsfekretär
des,der
Innern,innere
",",--
Professor,Professor
Preuß,Preuß
",",--
der,der
während,während
der,der
heutigen,heutig
Sißung,Sißung
der,der
Nationcchversammlung,Nationcchversammlung
über,über
den,der
Entwurf,Entwurf
einer,ein
vorläufigen,vorläufig
Verfassung,Verfassung
sprach,sprechen
",",--
betonte,betonen
",",--
durchaus,durchaus
mit,mit
Recht,Recht
",",--
daß,daß
man,man
naturgemäß,naturgemäß
niht,nihen
erwarten,erwarten
"""",--
ärse,Ärse
",",--
die,der
Ezireme,Ezirem
",",--
gigen,gigen
oie,oie
in,in
dieser,dieser
Frage,Frage
die,der
deutschen,deutsch
Etäume,Etaum
find,find
",",--
jeßt,jeßen
rasch,rasch
und,und
endgültig,endgültig
auflösen,auflösen
zu,zu
können,können
.,--
Eie,Eie
bemüht,bemühen
fich,fich
auh,auh
",",--
dem,der
Selbständigleitsbestreben,Selbständigleitsbestrebe
Ueiner,Ueiner
oeutscher,oeutsch
Gemeinschaften,Gemeinschaft
gerecht,gerecht
zu,zu
wer,wer
»,--
den,der
und,und
die,der
Vorzüge,Vorzug
dieser,dieser
Bestrebungen,Bestrebung
ins,in
Licht,Licht
zu,zu
sehen,sehen
.,--
Wenn,wenn
er,er
gleiß,gleiß
hervorhob,hervorheben
",",--
wie,wie
unbedingt,unbedingt
notwer.dia,notwer.dia
es,es
sei,sein
",",--
auf,auf
dem,der
Wege,Weg
zur,zu
Cinheit,Cinheit
fortzuichreiten,fortzuichreiten
",",--
jo,jo
gab,geben
er,er
doH,doH
zu,zu
",",--
daß,daß
für,für
jeht,jehen
ein,ein
Kompromiß,Kompromiß
notwendig,notwendig
sei,sein
",",--
um,um
cuf,cuf
de,de
.,--
Linie,Linie
des,der
geringsten,gering
Widerstandes,Widerstand
zu,zu
einer,ein
Tat,Tat
zu,zu
kommen,kommen
.,--
 , 
Es,es
bleibt,bleiben
