Token,Lemma
.-,.-
..,..
D,D
Gde,Gde
 , 
113,113
 , 
BERUNER,BERUNER
 , 
j,j
x,x
 , 
Gefangennahme,Gefangennahme
deutscher,deutsch
Truppen,Truppe
.,--
 , 
Kigoroses,Kigoros
Vorgehender,Vorgehend
Franzosen,Franzose
.,--
Bei,bei
dem,der
Rückmarsch,Rückmarsch
unserer,unser
Truppen,Truppe
 , 
gefangene,gefangener
anzusehen,ansehen
und,und
zu,zu
be-,be
seien,sein
.,--
Die'e,die'e
Forderung,Forderung
steht,stehen
in,in
shroffstem,shroffst
Gegensaß,Gegensaß
niht,nihen
mr,mr
zu,zu
dem,der
Einn,Einn
des,der
Woffenstillstandoab?-=:mens,Woffenstillstandoab?-=:men
",",--
sondern,sondern
Hie,Hie
im,in
Laufe,Lauf
des,der
fen,fen
wor,wor
 , 
Haltioser,Haltioser
Offenheit,Offenheit
und,und
einmütiger,einmütig
Ent-,Ent-
rüstung,Rüstung
protestieren,protestieren
.,--
Wir,wir
appellieren,appellieren
an,an
dos,dos
Urteil,Urteil
der,der
Gesch,Gesch
/,--
chte,Chte
",",--
wir,wir
apprllieren,apprllieren
an,an
das,der
Ge-,Ge
wissen,wissen
der,der
Neutralen,Neutral
",",--
am,an
das,der
Gewissen,Gewissen
der,der
vanzen,vanz
Menschheit,Menschheit
.,--
 , 
Her,Her
Einzug,Einzug
in,in
Aachen,Aachen
.,--
 , 
7,7
Felegraphisher,felegraphish
Bericht,Bericht
[,[
j,j
Aachen,Aachen
",",--
23.,23.
Nevember,Nevember
.,--
 , 
Wie,wie
die,der
Frankfurter,Frankfurter
Zeitung,Zeitung
vernimmt,vernimmen
",",--
ge-,ge
 , 
pn,pn
j,j
 , 
|,|
j,j
 , 
weise,Weise
neutrale,neutral
Zone,Zone
.,--
Der,der
Magistrat,Magistrat
be,be
»,--
schloß,schließen
",",--
darauf,darauf
hinzuwirken,hinzuwirken
",",--
daß,daß
Frankfurt,Frankfurt
über-,über
haupt,Haupt
nicht,nicht
besezt,besezt
werde,werden
",",--
denn,denn
eine,ein
geordnete,geordnet
 , 
sei,sein
in,in
einer,ein
teilweise,teilweise
besezten,besezt
Stadt,Stadt
nicht,nicht
möglich,möglich
.,--
 , 
Eine,ein
ernsie,ernsie
Mahnung,Mahnung
Hindenburgs,Hindenburg
.,--
 , 
Die,der
Waffenstillstandskomm,Waffenstillstandskomm
;,--
sion,sion
mel-,mel
det,det
",",--
daß,daß
die,der
Haltung,Haltung
der,der
feindlichen,feindlich
Mit-,Mit
glieder,glied
der,der
Kommission,Kommission
",",--
insonderheit,insonderheit
der,der
französischen,französisch
",",--
durcchaus,durcchaus
ablehnend,ablehnend
ist,sein
",",--
daß,daß
die,der
Gegner,Gegner
weiterhin,weiterhin
Unmöglich,Unmöglich
»,--
keiten,keiten
fordern,fordern
",",--
und,und
daß,daß
es,es
nicht,nicht
ep,ep
 , 
scchlossen,scchlossen
ist,sein
",",--
daß,daß
die,der
Franzosen,Franzose
 , 
Nechtstitel,Nechtstitel
für,für
eine,ein
Wiederaufnahme,Wiederaufnahme
der,der
Kämpfe,Kampf
schaffen,schaffen
wollen,wollen
.,--
Ich,ich
