Token,Lemma
+,+
Montag3-Ausgabe,Montag3-Ausgabe
X,X
3690.,3690.
),--
 , 
1,1
js,js
"""",--
7,7
v,v
Sy,Sy
pn,pn
Königlich,Königlich
privilegirte,privilegirt
Berlinische,Berlinische
Zeitung,Zeitung
 , 
Die,der
„,--
Voprizehs,Voprizehs
Zeitung,Zeitung
“,--
erveheint,erveheinen
täglich,täglich
zweimal,zweimal
 , 
(,--
mi,mi
und,und
abends,abends
),--
",",--
zur,zu
einmal,einmal
.,--
Jeden,jeder
Sonntag,Sonntag
die,der
Hinstrierte,Hinstriert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
",",--
Bonztige,Bonztige
Fivpans-,Fivpan
und,und
Bandelsblatt,Bandelsblatt
",",--
Grundstficks-,Grundstfick
",",--
Hypotbeken-,Hypotbeke
und,und
Geld,Geld
verkehr,verkehr
",",--
Für,für
Reige,Reige
und,und
Wandernng,Wandernng
",",--
Literarizobe,Literarizobe
Umschau,Umschau
",",--
Wiaaenschaftliche,Wiaaenschaftlich
Sonntags,Sonntags
»,--
Beilage,Beilage
",",--
Allgemeins,Allgemein
Verlomugs,Verlomug
»,--
Tabelle,Tabelle
",",--
 , 
Irn,Irn
Verlage.von,Verlage.von
Ullatein,Ullatein
&,&
Co,Co
",",--
Verantwortl,Verantwortl
.,--
fürdie,fürdie
Redaktion,Redaktion
.,--
(,--
wit,wit
Ausnahme,Ausnahme
des,der
Bandelstells,Bandelstell
):,):
H,H
",",--
Bachmann,Bachmann
in,in
Berlin,Berlin
 , 
Der,der
Bericht,Bericht
des,der
Bauptquartiers,Bauptquartier
.,--
 , 
“,--
Meldung,Meldung
des,der
Wolffschhen,wolffschh
Telegraphen-Bürons,Telegraphen-Büron
 , 
+,+
 , 
Großes,Groß
Hauptquartier,Hauptquartier
",",--
den,der
21.,21.
Juli,Juli
.,--
1918.,1918.
/,--
Westlicher,Westlicher
Kriegsschauplatz,Kriegsschauplatz
",",--
Heevesgruppe,Heevesgruppe
Kronprinz,Kronprinz
Nupprecht,Nupprecht
",",--
 , 
„,--
Heftigem,Heftig
Artilleriekampf,Artilleriekampf
an,an
der,der
Ancre,Ancre
folgten,folgen
zwi,zwi
»,--
schen,sch
Beaumont,Beaumont
und,und
Hamel,Hamel
englische,englisch
Infanterie,Infanterie
»,--
.,--
angriffe,angriffe
",",--
die,der
ünter,ünt
großen,groß
Verlusten,Verlust
für,für
den,der
Feind,Feind
abgewiesen,abweisen
wurden,werden
.,--
Ebenso,ebenso
scheiterten,scheitern
am,an
Abend,Abend
Aw-,Aw
griffe,griffe
der,der
Engländer,Engländer
