Token,Lemma
X,--
1s1,1s1
Morgen-Ausgabe,Morgen-Ausgabe
 , 
-,--
Begründet,begründen
 , 
Königlich,Königlich
privilegirte,privilegirt
Berlinische,Berlinische
Seltung,Seltung
yon,yon
Staats-,Staat
und,und
“,--
gelehrten,gelehrt
Sachen,Sache
 , 
|,|
:,--
Bezug:-In,Bezug:-In
Groß-Berlin,Groß-Berlin
monatlich.8,monatlich.8
Mark,Mark
bei,bei
tägl.,tägl.
zweimaliger,zweimalig
Zusfellung,Zusfellung
.,--
Durch,durch
die,der
Post,Post
monattiet,monattiet
 , 
2.80,2.80
M,M
",",--
oder,oder
vierteljährlich,vierteljährlich
8.40,8.40
M.,M.
ohne,ohne
Bestellgebühr,Bestellgebühr
.,--
Anzeigen,Anzeige
:,--
80,80
Pf,Pf
.,--
die,der
Zeile,Zeile
",",--
Stellengesnches,Stellengesnche
.,--
60,60
Pf,Pf
.,--
Teuerungszuschlag,Teuerungszuschlag
20,20
*,*
»,--
Keins,Kein
Verbindlichkeit,Verbindlichkeit
für,für
Aufnahme,Aufnahme
in,in
eins,eins
bestimmte,bestimmt
Nummer,Nummer
.,--
“,--
4,4
(,--
SStellen,SStelle
des,der
Verlages,Verlag
;,--
 , 
nur,nur
einmal,einmal
.,--
Jeden,jeder
Sonntag,Sonntag
die,der
illustrierte,illustriert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
Sonstige,Sonstige
Beilagen,Beilage
und,und
Rubriken,Rubrik
:,--
Finanz-,Finanz
und,und
Handelsblatt,Handelsblatt
",",--
Gründstücks-,Gründstück
",",--
Hypotheken-,Hypotheke
und,und
Geld,Geld
verkehr,verkehr
",",--
Für,für
Reise,Reise
und,und
Wanderung,Wanderung
",",--
 , 
Die,der
„,--
VogSische,VogSisch
Zeitung,Zeitung
“,--
erscheint,erscheinen
täglich,täglich
zweimal,zweimal
(,--
morgens,morgens
und,und
abends,abends
),--
",",--
an,an
Sonn-,Sonn
und,und
Festtagen,Festtag
|,|
Literarische,Literarische
ZnSeban,ZnSeban
Wissenschaftliche,wissenschaftlich
Sonntags,Sonntag
-,--
Beilage,Beilage
",",--
ugenheins,ugenhein
Verlonnngs,Verlonnng
:,--
-,--
Tabelle,Tabell
.,--
 , 
„,--
Annahme,Annahme
im,in
Dtatoinhans,Dtatoinhan
;,--
Berlin,Berlin
SW.68,SW.68
",",--
Kochstr,Kochstr
.,--
25,25
und,und
in,in
allen,aller
Ges,Ges
(,--
 , 
I,I
:,--
Verlage,Verlag
von,von
Ullstein,Ullstein
&,&
Co,Co
",",--
Verantwortl.fürdie,Verantwortl.fürdie
Redaktion,Redaktion
|,|
/-,/-
Fernsprech,Fernsprech
-,--
Zentrale,Zentrale
:,--
Ulletein,Ulletein
&,&
Co,Co
",",--
Moritzp'atz,Moritzp'atz
"""",--
11809,11809
",",--
(,--
it,--
.,--
Ausnahms,Ausnahms
des,der
Handelsteil,Handelsteil
«,--
):,):
H.,H.
Bachmann,Bachmann
in,in
Berlin,Berlin
Schriftleitung,Schriftleitung
:,--
Verlin,Verlin
8W,8W
68,68
",",--
Kochstraße,Kochstraße
22:26.,22:26.
Fer,Fer
vis,vis
11,11
8s0,8s0
",",--
Sowie,Sowie
13.280,13.280
",",--
15,15
281,281
",",--
15,15
282,282
bis,bis
1s20127,1s20127
 , 
200,200
Geschütze,Geschütz
erbeutet,erbeuten
.,--
=,=
=,=
Weitere,weit
Erfolge,Erfolg
zwischen,zwischen
Artas,Arta
und,und
[,[
a,a
Fare,Fare
",",--
=,=
-,--
-,--
Andauernde,andauernd
Artilterkeschlacht,Artilterkeschlacht
vor,vor
r,r
Verdun,Verdun
.,--
Der,der
erlte,erlt
große,groß
Schlag,Schlag
.,--
a,--
apt,apt
ah,ah
An,an
Mea,Mea
RERE,RERE
|,|
„,--
Nach,nach
„,--
zwei,zwei
Schlachttagen,Schlachttag
..,..
 , 
und,und
.,--
Ordnung,Ordnung
",",--
mit,mit
ver,v
hinter,hinter
den,der
Linien,Linie
sich,sich
alles,alle
bewegte,bewegen
.,--
Nun,nun
Drahtmeldung,Drahtmeldung
unseres,unser
Kriegsberichterstatters,Kriegsberichterstatter
u,u
a,--
mg,mg
gröfenen,gröfen
SSIABR,SSIABR
die,der
Sicherheit,Sicherheit
und,und
"""",--
Von,von
.,--
einem,ein
“,--
militärischen,militärisch
Mitarbeiter,Mitarbeiter
",",--
13,13
naufge,Naufge
an,an
der,der
acchtsront,Acchtsront
jelbst,Jelbst
t.,T.
„,--
Dr.,Dr.
Max,Max
Osborn,Osborn
",",--
Verwundete,Verwundete
",",--
die,der
aus,aus
vet,vet
Kempf,Kempf
A,--
Ren,Ren
st,st
vie,vie
5,5
Was,was
wir,wir
