Token,Lemma
die,der
illustrierte,illustriert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
.,--
Üwmachaa,Üwmachaa
in,in
Technik,Technik
und,und
Wirtzchaft,Wirtzchaft
",",--
 , 
Verlage,Verlag
von,von
Ullatein,Ullatein
&,&
Oo,Oo
.,--
Verantwortl,Verantwortl
.,--
Kir,Kir
die,der
Rodaktion,Rodaktion
in,in
.,--
„,--
Ausnähme,Ausnähme
d.,d.
Hondeleteils):1V.,Hondeleteils):1V.
3,3
",",--
ElbauinBln.-Tempelhof,ElbauinBln.-Tempelhof
",",--
 , 
7,7
Die,der
auswärlige,auswärlig
Debatte,Debatte
.,--
.,--
 , 
Historische,Historische
Fragen,Frage
:,--
ie,ie
Nationalverfammlung,Nationalverfammlung
Hft,Hft
in,in
mit,mit
dem,der
Etat,Etat
des,der
Net,Net
M,M
Amtes,Amt
fexti,fexti
M,M
71.,71.
Dabei,dabei
gab,geben
es,es
noh,noh
Finige,Finige
bemerkenswerte,bemerkenswert
Gpisoden,Gpisode
.,--
n,n
ZM,ZM
In,in
seiner,sein
sehr,sehr
ausführlihen,ausführlih
Rede,Rede
kam,kommen
der,der
schwäbische,schwäbisch
Demokrat,Demokrat
Haußmann,Haußmann
auc,auc
auf,auf
die,der
Frage,Frage
der,der
Polenpro-,Polenpro-
flamation,Flamation
.,--
zu,zu
sprechen,sprechen
",",--
und,und
ex,ex
verlangte,verlangen
eine,ein
Bestätigung,Bestätigung
der,der
Behauplung,Behauplung
",",--
daß,daß
dieses,dieser
Meisterstüf,Meisterstüf
kunst,Kunst
das,der
Wert,Wert
des,der
Generals,General
endarff,endarff
gewesen,sein
set,set
.,--
An,an
fich,fich
wird,werden
über,über
diese,dieser
geshizzliche,geshizzlich
Gtreitsrage,Gtreitsrage
-am,-am
besten,gut
im,in
Rahmen,Rahmen
des-,des-
Untersühungsausscchhusses,Untersühungsausscchhusses
.,--
verhandelt,verhandeln
werden,werden
",",--
wo,wo
immerhin,immerhin
die,der
Möglichreit,Möglichreit
besteht,bestehen
",",--
den,der
Tatbestand,Tatbestand
von,von
.,--
ver=,ver=
;,--
Piedenen,Pieden
Seiten,Seite
.,--
zu,zu
besoucchten,besoucchten
.,--
Die,der
gestrige,gestrig
Erö,Erö
rächte,rächen
lediglich,lediglich
eine,ein
Epflä,Epflä
5,5
I,I
1,1
dus,dus
der,der
hervorging,Hervorging
",",--
daß,daß
im,in
Auswärtigen,auswärtig
Amt,Amt
sich,sich
kein,kein
Beweis,Beweis
für,für
ein,ein
AU,AU
enen,en
ervortreten,ervortret
Ludendorffs,Ludendorff
in,in
der,der
polnischen,polnisch
