Token,Lemma
PEE,PEE
",",--
 , 
Er,er
 , 
pied,pied
 , 
Me,Me
pP,pP
 , 
S228,S228
 , 
z3,z3
t,t
|,|
 , 
"""",--
ER,ER
",",--
837,837
],]
 , 
a,--
 , 
1194,1194
 , 
Ia83I03,Ia83I03
|,|
E08,E08
|,|
8,8
 , 
2,2
it,it
 , 
DE,DE
(,--
3044,3044
|,|
EB,EB
 , 
ns,ns
(,--
33,33
 , 
a,--
!,--
 , 
Zl,Zl
 , 
STELE,STELE
IBES,IBES
|,|
ZU,ZU
 , 
[,[
 , 
|,|
ide,ide
 , 
ix,ix
I2E,I2E
 , 
e9038,e9038
|,|
ENE,ENE
m,m
 , 
€,€
|,|
Miet,Miet
 , 
.,--
zie,zie
 , 
FET,FET
ENEE,ENEE
Fps,Fps
 , 
Pienrig,Pienrig
1Bglich,1Bglich
frei,frei
ins,in
Haus,Haus
 , 
Updern-,Updern
dau,dau
dine,din
de,de
/,--
ond,ond
29:07,29:07
1,1
m,m
„,--
Ler,Ler
.,--
MEI,MEI
 , 
Ubonnementn,Ubonnementn
 , 
.eigew,.eigew
»,--
;,--
 , 
EWE,EWE
M,M
IIEIT,IIEIT
SLR,SLR
 , 
I,I
48,48
 , 
|,|
3.4.4,3.4.4
-,--
NR,NR
;,--
x,x
 , 
"""",--
ent,ent
.,--
1.,1.
Tiedenan,Tiedenan
.,--
Kreiner,Kreiner
68,68
;,--
Halensee,Halensee
(,--
Batmd.)-,Batmd.)-
Em,Em
mar,Mar
under,under
!,--
 , 
.-,.-
Herm,Herm
.,--
&,&
 , 
Dt,Dt
andreabin,Andreabin
.,--
58,58
(,--
1,1
weide,weide
:,--
ww,ww
 , 
2876,2876
de,da
Uäein-,Uäein
Äittaien,Äittaien
derzei,derzei
wird,werden
"""",--
 , 
Neue,neu
Berwitkelungen,Berwitkelunge
.,--
 , 
Die,der
Mitglieder,Mitglied
des,der
Vollzugsraies,Vollzugsraie
der,der
Arbei-,Arbei
ferräte,ferrät
Groß-Berlins,Groß-Berlin
siad,Siad
gestern,gestern
Nachmitäsg,Nachmitäsg
durch,durch
So'daten,So'dat
der,der
Reichswehr,Reichswehr
verha,veerhaen
/,--
tet,ten
wor-,wor
den,der
",",--
Die,der
Festnahme,Festnahme
wor,wor
vom,von
Reichsw,Reichsw
:,--
hrmini-,hrmini-
ster,st
Nosie,Nosie
als,als
Oberbejehlshaber,Oberbejehlshaber
in,in
den,der
Marken,Marke
verfügt,verfügen
",",--
aber,aber
mittags,mittags
im,in
Kabinett,Kabinett
besprochen,besprechen
und,und
gebilligt,billigen
worden,werden
",",--
so,so
dai,dai
man,man
von,von
einer,ein
Maß,Maß
»,--
nahme,Nahme
des,der
oesamien,Oesamien
Kadinettes,Kadinett
spredzen,spredzen
kann,können
.,--
Von,von
ben,ben
Verhalicien,Verhalici
des,der
Voll;ugsrötes,Voll;ugsröt
find,Find
Jpäter,Jpäter
iene,ien
Mitg,Mitg
',--
reigelefsen,reigelefs
wor,Wor
»,--
den,der
",",--
die,der
zur,zu
Blr,Blr
:,--
zallitischen,zallitischen
Perel,Perel
ge-,ge-
hören,hören
.,--
Siezaus,Siezaus
geht,gehen
hervor,hervor
",",--
daß,daß
es,es
fich,fich
nicht,nicht
um,um
eine,ein
Aktion,Aktion
gegen,gegen
den,der
Vollzugsrat,Vollzugsrat
handelt,handeln
",",--
/ne,/ne
unch-,unch
 , 
bürge,Bürge
",",--
wenn,wenn
die,der
Regierungstkuppen,Regierungstkuppe
zurücge-,zurücge-
zooen,zooen
würden,werden
",",--
het,het
er,er
jeine,jein
Freunde,Freund
im,in
Vez'iner,Vez'iner
 , 
-,--
;,--
Volliznosrate,Volliznosrat
dacva,dacva
unterziviet,unterziviet
vi,vi
er,er
Sam-,Sam-
diz,diz
Weite,weit
Gorde,Gorde
in,in
Verteidigungs,Verteidigung
E,E
auf,auf
 , 
zu,zu
und,und
Zwöljerrat,Zwöljerrat
sind,sein
",",--
wie,wie
die,der
Regierang,Regierang
eriahren,eriahren
yes,yes
Besprechungen,Besprechung
iber,iber
das,der
2osbrechen,2osbrechen
der,der
awyiten,awyit
Revolytion,Revolytion
in,in
Berlin,Berlin
a-p'logen,a-p'logen
worden,werden
.,--
Dieje,Dieje
Befprechungen,Befprechung
zwische,zwischen
"""",--
:,--
Ber'in,Ber'in
und,und
Ham-,Ham-
|,|
