Token,Lemma
Welich,welich
frei,frei
ins,in
Haus,Haus
.,--
Finzelnummer,Finzelnummer
15,15
Pf,Pf
Sonntags,Sonntags
20,20
?,--
!,--
.,--
 , 
In,in
aller,aller
Kürze,Kürze
.,--
 , 
Neuigkeiten,Neuigkeit
aus,aus
Fern,ferne
und,und
Nah,Nah
.,--
Im,in
Senepettranssäag,Senepettranssäag
der,der
Landesverfamm-,Landesverfamm
 , 
lung,Lung
verteidigte,verteidigen
am,an
Montag,Montag
in,in
dreistündiger,dreistündig
Rode,Rode
Adolf,Adolf
Hoffmann,Hoffmann
feine,fein
Tätigkeit,Tätigkeit
als,als
Kul,Kul
:,--
us-,us
minister,Minister
.,--
*,*
Die,der
Reichsminister,Reichsminister
und,und
die,der
preußische,preußisch
 , 
endl,endl
 , 
zbeihilfen,zbeihilfen
 , 
Etoatsminister,Etoatsminister
haben,haben
auf,auf
die,der
am,an
;,--
Auszahlung,Auszahlung
kommenden,kommend
Entfchuld,Entfchuld
!,--
:,--
verzichtet,verzichten
",",--
iF,IF
 , 
In,in
der,der
Garnifonkirhe,Garnifonkirhe
in,in
Kope,Kope
!,--
der,der
Berliner,Berliner
Domchor,Domchor
am,an
Sonntag,Sonntag
Konzert,Konzert
.,--
Der,der
Chor,Chor
erzielte,erzielt
vollen,voll
E,E
:,--
folg,Folg
und,und
erhielt,erhalten
eine,ein
übe,übe
!,--
Kritik,Kritik
.,--
 , 
n,n
zwe,zwe
derum,derum
einen,ein
raus,raus
lobende,lobend
 , 
„,--
 , 
Von,von
den,der
Hanfestädten,Hanfestädt
Hambura,Hambura
",",--
Litbeel,Litbeel
wird,werden
eine,ein
Polizei-Fli,Polizei-Fli
i,i
gestellt,stellen
.,--
Jede,jeder
Stedt,Stedt
er,er
),--
;,--
fel,fel
.,--
E-,E-
 , 
Der,der
Reichsverband,Reichsverband
der,der
Deutschen,deutsch
Presse,Presse
be-,be
fcchloß,Fcchloß
auf,auf
seiner,sein
To,To
«,--
den,der
Arbeitgeberverband,Arbeitgeberverband
des,der
deutschen,deutsch
 , 
Bremen,Bremen
",",--
 , 
säumt,säumen
mit,mit
den,der
Landeeverbänden,Landeeverbänden
d.,d.
bandes,band
zweds,Zweds
Vereinbarung,Vereinbarung
von,von
Mind,Mind
:,--
säßen,Säße
in,in
Verhandlung,Verhandlung
zu,zu
trete,treten
!,--
 , 
Vorstand,Vorstand
wurde,werden
ei,ei
1,1
g,g
wiedergen,wiedergen
Die,der
schwarzen,schwarz
Listen,Liste
in,in
England,England
sind,sein
nach,nach
Mitteilung,Mitteilung
des,der
britischen,britisch
auswärtigen,auswärtig
Amtes,Amt
 , 
endgültig,endgültig
abge?<afft,ab?<affen
worden,werden
.,--
-,--
 , 
Der,der
württembergische,württembergisch
Minister,Minister
des,der
Innern,innere
",",--
 , 
Lindemann,Lindemann
",",--
ist,sein
nach,nach
zwanzigjät,zwanzigjät
',--
 , 
soziale,sozial
Forschung,Forschung
in,in
23,23
au,au
übernehmen,übernehmen
.,--
2,2
 , 
Der,der
3000,3000
Tonnen,Tonne
große,groß
D,D
 , 
Köniospocre,Köniospocre
:,--
lich,lich
abgesagt,absagen
werden,werden
.,--
 , 
England,England
abg,abg
«,--
eines,ein
deutschen,deutsch
 , 
Die,der
Wcbl,Wcbl
des,der
franzö,Franzö
],]
Dieu,Dieu
zum,zu
Landrat,Landrat
im,in
Krei,Krei
 , 
Rreistag,Rreistag
auf,auf
Veranlassung,Veranlassung
vrders,vrders
vorgenommen,vornehmen
Andlauer,Andlauer
",",--
 , 
vom,von
Geverai,Geverai
dem,der
Oversten,Overst
Verwalter,Verwalter
des,der
Saor-,Saor
iet,iet
best,besen
 , 
Co'llaux,Co'llaux
",",--
der,der
fich,fich
augenbliflih,Augenbliflih
in,in
ei,ei
:,--
natorium,Natorium
befindet,befinden
",",--
wurde,werden
ven,ven
repud't,repud't
!,--
Komitee,Komitee
des,der
Departements,Departement
de,de
la,la
Sarthe,Sarthe
ern,ern
;,--
als,als
Kandidot,Kandidot
Lammerwahlen,Lammerwahlen
a-'sgestellt,a-'sgestellt
.,--
*,*
 , 
Die,der
in,in
Ferro,Ferro
!,--
(,--
Sparien,Sparien
),--
bisher,bisher
internierte,interniert
Besaßung,Besaßung
des,der
deutschen,deutsch
U-Bootes,U-Boot
„,--
U.,U.
C.,C.
48,48
"""",--
ist,sein
freigelassen,freilassen
werden,werden
.,--
 , 
m,m
Sas,Sas
 , 
*,*
„,--
Die,der
neue,neu
deutschö,Deutschö
 , 
besteht,bestehen
aus,aus
fes,f
gemi,Gemi
B,B
 , 
Infanterie-Regimentern,Infanterie-Regimenter
",",--
aus,aus
se&s,se&s
Brigod-,Brigod
 , 
«,--
rtillerie-Abteilungen,rtillerie-Abteilung
und,und
aus,aus
fe<&s,fe<&s
technischea,Technischea
 , 
Ciniezunver,Ciniezunver
€,€
.,--
20,20
 , 
Leid,Leid
.,--
ir,ir
Da,da
(,--
ved,ved
.,--
 , 
;,--
Öeceniee,Öeceniee
Kere,kere
