Token,Lemma
SEPP,SEPP
EID,EID
4,4
 , 
EN,EN
|eGPM,|eGPM
VR,VR
OSPERDABE,OSPERDABE
!,--
 , 
LEAD,LEAD
E35,E35
 , 
Wöchentlich,Wöchentlich
 , 
Pfenvig,Pfenvig
Welch,Welch
frei,frei
ins,in
Haus,Haus
 , 
DJokumente,DJokumente
zum,zu
Kriegsausbruch,Kriegsausbruch
.,--
 , 
Aus,aus
den,der
Akten,Akte
des,der
 , 
"""",--
"""",--
Ooftern,Ooftern
abend,abend
hat,haben
die,der
deutsche,deutsch
Regierung,Regierung
das,der
Teitoamaterial,Teitoamaterial
des,der
Auswärtigen,auswärtig
Amts,Amt
über,über
den,der
Kriogiousdruch,Kriogiousdruch
ausgegeen,ausgegeen
.,--
In,in
vier,vier
Bänden,Band
sind,sein
die,der
Dokumente,Dokument
vereinigt,vereinigen
.,--
Nachdem,nachdem
Karl,Karl
Kantöky,Kantöky
in,in
den,der
Frühtagon,Frühtagon
der,der
Revoludion,Revoludion
die,der
Sichtung,Sichtung
und,und
Zusammenstellung,Zusammenstellung
der,der
Do,Do
!,--
umente,ument
begoamen,Begoamen
und,und
mit,mit
mehreren,mehrere
Mitarbeitera,Mitarbeitera
im,in
Laufe,Lauf
 , 
Maz,Maz
Montgelas,Montgela
und,und
Prof.,Prof.
WaltherSchü,WaltherSchü
>,>
king,king
Ende,Ende
Fa,Fa
7,7
Die,der
Publikation,Publikation
unterscheidet,unterscheiden
von,von
den,der
birherigen,birherig
Farkbüchern,Farkbücher
aller,aller
Rar,Rar
 , 
einzigen,einzig
Zweek,Zweek
",",--
der,der
Lchrhit,Lchrhit
 , 
Dokument,Dokument
darin,darin
ift,ifen
vollständig,vollständig
ab-,ab
ud,ud
worden,werden
ohne,ohne
Auslassung,Auslassung
",",--
Zusaß,Zusaß
oder,oder
rung,Rung
",",--
Zum,zu
ersten,erster
Male,Mal
sind,sein
in,in
einer,ein
offiziellen,offiziell
Aktenveröffent,Aktenveröffent
!,--
!,--
Sung,Sung
nicht,nicht
nur,nur
die,der
endgültigen,endgültig
Fossungen,Fossung
gegeoen,gegeoen
",",--
sondern,sondern
auch,auch
die,der
Entwürfe,Entwurf
und,und
alle,aller
Bemerkungen,Bemerkung
und,und
Notizen,Notiz
darauf,darauf
",",--
selbst,selbst
wenn,wenn
sie,sie
nichts,nichts
weiter,weiter
sind,sein
als,als
der,der
Ausdrud,Ausdrud
von,von
Augenblidseindrüden,Augenblidseindrüde
und,und
ohne,ohne
Einfluß,Einfluß
auf,auf
den,der
Gang,Gang
der,der
Entwieklung,Entwieklung
.,--
Von,von
einem,ein
Aommentar,Aommentar
ift,ift
völlig,völlig
abgesehen,absehen
.,--
 , 
Leider,leider
ist,sein
die,der
Veröffentlichung,Veröffentlichung
der,der
deutschen,deutsch
Regierung,Regierung
",",--
die,der
ihren,ihr
guten,gut
Willen,Wille
beweist,beweisen
",",--
Klar-,Klar
Beit,Beit
zu,zu
schaffen,schaffen
",",--
von,von
einem,ein
sehr,sehr
übien,übi
Zwischen,zwischen
»,--
fpiel,fpiel
begleitet,begleiten
gewesen,sein
.,--
Kautsky,Kautsky
hat,haben
die,der
Akten,Akte
seinerseits,seinerseits
auch,auch
zu,zu
einem,ein
eigeneu,eigeneu
Werk,Werk
ver,v
»,--
wendet,wenden
.,--
Es,es
ist,sein
hier,hier
nicht,nicht
devon,devon
zu,zu
reden,reden
",",--
daß,daß
ex,ex
die,der
Dinge,Ding
",",--
wenn,wenn
er,er
zu,zu
ihnen,ihnen
Etellung,Etellung
nimmt,nehmen
",",--
einseitig,einseitig
vom,von
Parteistandpunkt,Parteistandpunkt
aus,aus
ansicht,Ansicht
.,--
Das,der
Peinliche,Peinliche
aber,aber
liegt,liegen
darin,darin
",",--
daß,daß
sein,sein
Buch,Buch
schon,schon
feit,Feit
etwa,etwa
vierzehn,vierzehn
„,--
alfo,Alfo
vor,vor
Heraus-,Heraus
gabe,Gabe
der,der
amtlichen,amtlich
deutschen,deutsch
Veröffentlichung,Veröffentlichung
",",--
im,in
Auslande,Auslande
",",--
und,und
zwar,zwar
in,in
England,England
und,und
Holland,Holland
veröffentlicht,veröffentlichen
worden,werden
ist,sein
.,--
Und,und
fo,fo
ist,sein
es,es
geschehen,geschehen
",",--
daß,daß
das,der
Ausland,Ausland
zuerst,zuerst
die,der
tendenziöse,tendenziös
Darstel,Darstel
»,--
lurg,lurg
erhalten,erhalten
hat,haben
",",--
während,während
man,man
wünschen,wünschen
mußte,müssen
",",--
daß,daß
es,es
",",--
gleich,gleich
dem,der
Inland,Inland
",",--
ein,ein
unvoreingenom-,unvoreingenom-
menes,men
Urteil,Urteil
aus,aus
den,der
Akten,Akte
