Token,Lemma
1,1
'',--
Der,der
den,der
Franzosen,Franzose
troß,troß
har,har
 , 
Die,der
„,--
Vopplneh,Vopplneh
:,--
nur,nur
einmal,einmal
 , 
tWgtich,tWgtich
 , 
6,6
Zeitung,Zeitung
*,*
erzcheint,erzcheinen
zweimal,zweimal
(,--
morgens,morgens
 , 
Jeden,Jeder
Sonntag,Sonntag
die,der
IMustrierte,IMustriert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
",",--
Sons,Son
Finanz-,Finanz
und,und
Handelshlatt,Handelshlatt
",",--
Grundstüicks-,Grundstüick
",",--
Hypothekeu-,Hypothekeu
und,und
Geldverkehr,Geldverkehr
",",--
Zir,Zir
Beige,Beig
und,und
Wanderung,Wanderung
",",--
Liverarigebe,Liverarigebe
Umzehan,Umzehan
",",--
Wisgenachaftliche,wisgenachaftlich
Sonntags,Sonntags
«,--
Beilage,Beilage
",",--
Allgemeine,allgemein
Verlozungs,Verlozung
»,--
Tabelle,Tabelle
",",--
 , 
Im,in
Verlags,Verlag
von,von
Ullstein,Ullstein
&,&
Oo,Oo
",",--
Vorantworil,Vorantworil
.,--
fürdie,fürdie
Redaktion,Redaktion
(,--
wit,wit
Ausnahma,Ausnahma
des,der
Handeleteile,Handeleteil
):,):
H.,H.
Bachmann,Bachmann
in,in
Berlin,Berlin
 , 
/,--
 , 
-,--
Gegenangriffe,Gegenangriff
an,an
der,der
Marne,Marne
abgewiesen,abweisen
.,--
 , 
schiebe,schieben
fich,fich
von,von
Flandern,Fland
üer,üer
die,der
Pleardie,Pleardie
naß,naß
der,der
:,--
Champagne,Champagne
.,--
 , 
Der,der
Marne-WUebergang,Marne-WUebergang
.,--
 , 
„,--
Die,der
Hage,Hage
bei,bei
Reims,Reim
.,--
 , 
tnäcchbigen,tnäcchbig
Widerstandes,Widerstand
abgerungene,abgerungen
mrue,Mrue
deutsche,deutsch
Brüc,Brüc
>,>
enkopf,enkopf
südlich,südlich
der,der
Marne,Marn
steht,stehen
im,in
einer,ein
Breite,Breite
von,von
13,13
",",--
Kilometern,Kilometer
und,und
mit,mit
einem,ein
Flächeninhalt,Flächeninhalt
von,von
Über,über
70,70
Quadratkilometer,Quadratkilometer
fest,fest
umrissen,umrissen
da,da
",",--
Die,der
dem,der
Gegner,Gegner
Jo,Jo
unbequeme,unbequem
deutsche,deutsch
Festsezung,Festsezung
an,an
der,der
Märne,Märne
selbst,selbst
hat,haben
sich,sich
hierbet,hierbet
dur,dur
<,<
die,der
Eroberung,Eroberung
der,der
das,der
Marnetal,Marnetal
weithin,weithin
beherr,Beherr
»,--
schenden,schend
Hügel,Hügel
um,um
rund,rund
8,8
Kilometer,Kilometer
erweitert,erweitern
",",--
Gegen,gegen
die,der
West-,West
Flanke,Flanke
des,der
neuen,neu
Brüdenkopfes,Brüdenkopf
brandeten,brandeten
bereits,bereits
am,an
Vormittag,Vormittag
des,der
evsten,evst
Angriffstages,Angriffstag
die,der
Gegenstöße,Gegenstöße
das,der
Feindes,Feind
mit,mit
