Token,Lemma
Jas,Jas
gleiche,gleich
Wahlrecht,Wahlrecht
in,in
2.,2.
Lesung,Lesung
abgelehnt,ablehnen
.,--
 , 
Mit,mit
235,235
gegen,gegen
183,183
Sfimmen,Sfimma
.,--
=,=
-,--
Entscheidung,Entscheidung
der,der
Regierung,Regierung
bei,bei
der,der
3.,3.
Lesung,Lesung
.,--
 , 
KBAETE,KBAETE
TEE,TEE
TEE,TEE
 , 
des,der
Gedankens,Gedanken
durchringen,durchringen
können,können
",",--
daß,daß
die,der
Volksgenoffen,Volksgenoff
",",--
die,der
“,--
dem,der
Voterlande,voterlande
gegenüber,gegenüber
gleiche,gleich
Pflichten,Pflicht
erfüllen,erfüllen
",",--
die,der
in,in
gleicher,gleich
Weise,Weise
dem,der
Vaterlande,vaterlande
bas,bas
wertvollste,wertvollster
Guk,Guk
darbringen,darbringen
",",--
das,der
sie,sie
besihen,besihen
",",--
nämlich,nämlich
ihr,ihr
Leben,Leben
",",--
politisch,politisch
auß,auß
gleichen,gleich
Rechtes,Recht
sein,sein
müssen,müssen
",",--
Auch,auch
er,er
ist,sein
grund-,grund
fählih,Fählih
ein,ein
Gegner,Gegner
des,der
gleichen,gleich
Wahlrechts,Wahlrecht
",",--
eber,Eber
in,in
der,der
Cefenntnis,Cefenntnis
",",--
daß,daß
die,der
Nadh-,Nadh
teile,Teil
",",--
die,der
er,er
von,von
der,der
Einführung,Einführung
des,der
gleichen,gleich
Wahlrechts,Wahlrecht
befürczten,befürczten
zu,zu
müssen,müssen
glaubt,glauben
",",--
verschwindend,verschwindend
gering,gering
sind,sein
gegen,gegen
die,der
ungeheuren,ungeheuer
Schäden,Schaden
",",--
die,der
in,in
dieser,dieser
Zeit,Zeit
eine,ein
Vernichtung,Vernichtung
des,der
von,von
der,der
liegierung,Liegierung
in,in
Angriff,Angriff
genommenen,genommen
Re-,Re-
formwerks,Formwerk
herbeiführen,herbeiführen
müßte,müssen
",",--
ist,sein
er,er
bereit,bereit
",",--
für,für
die,der
Regierungovorloge,Regierungovorloge
zu,zu
stimmen,stimmen
.,--
Auch,auch
er,er
hätte,haben
gewünscht,wünschen
",",--
daß,daß
die,der
Wahlreform,Wahlreform
erst,erst
