Token,Lemma
B,--
 , 
XA,XA
196,196
Morgen,Morgen
-,--
Ausgabe,Ausgabe
 , 
Königlich,Königlich
privilegirte,privilegirt
B,--
 , 
Die,der
„,--
Voprnalnche,Voprnalnch
Zeitung,Zeitung
*,*
ervcheint,ervcheinen
täglich,täglich
zweimal,zweimal
(,--
worgens,Worgens
und,und
abends,abends
),--
",",--
an,an
Sonn-,Sonn
und,und
Ferttagen,Ferttag
 , 
aur,aur
einmal,einmal
.,--
Jeden,jeder
Sonntag,Sonntag
«,--
lie,lie
iliustrierte,iliustriert
Beilage,Beilage
„,--
Zeitbilder,Zeitbild
“,--
Bonstige,bonstig
Beilagen,Beilage
und,und
Rubriken,Rubrik
:,--
 , 
Finavbxz-,Finavbxz
und,und
Handelablatt,Handelablatt
",",--
Grundstficka,Grundstficka
«,--
Hypolhekan-,Hypolhekan-
nnd,nnd
Geldverkehr,Geldverkehr
.,--
Für,für
Reize,Reiz
und,und
Wandernng,Wandernng
",",--
Wiaaenzchaftliche,wiaaenzchaftlich
Sonntags,Sonntag
 , 
Bellage,Bellage
",",--
Allgemeine,allgemein
Verloaungs,Verloaung
+,+
Tabelle,Tabelle
.,--
 , 
Literariache,literariach
Umechau,Umechau
 , 
(,--
m,m
Verlage,Verlag
von,von
UJletei4,UJletei4
4,4
Oo,Oo
Verantwort,Verantwort
!,--
strdie,strdie
Redaktion,Redaktion
mit,mit
*,*
Auenahwe,Auenahwe
des,der
Huandelstell,Huandelstell
»,--
):,):
H,H
",",--
Bachman,Bachman
»,--
15,15
Berlin,Berlin
 , 
-,--
Ehriftleitung,Ehriftleitung
:,--
Berlin,Berlin
8,8
68,68
 , 
>,>
(,--
142,142
(,--
GES,GES
 , 
NU,NU
8,8
ÄREIROTTEL,ÄREIROTTEL
GD,GD
MEINTELZUSGETGENNNNINS,MEINTELZUSGETGENNNNINS
"""",--
"""",--
 , 
Annahme,Annahme
im,in
 , 
1704,1704
 , 
Donnerstag,Donnerstag
",",--
18.,18.
April,April
1918,1918
 , 
<,<
e,e
Zeitung,Zeitung
von,von
Staats-,Staat
und,und
gelehrten,gelehrt
Sachen,Sache
 , 
Bezug,Bezug
:,--
In,in
Groß-Berlin,Groß-Berlin
monatlich,monatlich
8,8
Mark,Mark
bei,bei
tägl,tägl
swelimaliger,swelimalig
Zustellung,Zustellung
.,--
Durch,durch
die,der
Post,Post
monatlich,monatlich
2.80,2.80
M.,M.
oder,oder
vierteljährlich,vierteljährlich
8.40,8.40
M.,M.
ohne,ohne
Beatellgebfihr,Beatellgebfihr
.,--
Anzeigen,Anzeige
:,--
80,80
Pf,Pf
",",--
die,der
Zeile,Zeile
",",--
Tenerungs-,Tenerung
zuzohlag,Zuzohlag
80*%,80*%
",",--
",",--
Stellengesuche,Stellengesuche
60,60
Pf,Pf
.,--
Keiny,Keiny
Verbindlichkeit,Verbindlichkeit
für,für
Aufnahme,Aufnahme
in,in
eine,ein
beatimmte,beatimmt
Nummer,Nummer
",",--
Usteinhans,Usteinhan
",",--
Berlin,Berlin
SW,SW
88,88
",",--
Kochstr,Kochstr
22,22
-,--
26,26
",",--
und,und
in,in
allen,aller
Gezaläftagtellen,Gezaläftagtell
des,der
Verlages,Verlag
",",--
 , 
Morttepaats,Morttepaat
11,11
800,800
",",--
2,2
bis,bis
1s291,1s291
",",--
 , 
Vornoprech,Vornoprech
.,--
Zentrale,Zentrale
:,--
"""",--
Dilatoly,Dilatoly
&,&
Co,Co
",",--
11.801,11.801
",",--
11802,11802
bis,bis
11,11
8s0,8s0
",",--
vowie,vowie
1s280,1s280
",",--
15,15
281,281
",",--
15,15
 , 
„,--
 , 
Poelkappelle,Poelkappell
und,und
Langemark,Langemark
genommen,nehmen
.,--
 , 
Der,der
deutsche,deutsch
Abendbericht,Abendbericht
",",--
 , 
Meldung,Meldung
des,der
Wolffschen,wolffsch
Telegraphen-Büros,Telegraphen-Büro
 , 
Berlin,Berlin
",",--
17.,17.
April,April
",",--
abends,abends
",",--
Auf,auf
dem,der
Kampffelde,Kampffelde
der,der
vorjährigen,vorjährig
Flau-,Flau
 , 
dernschlacht,dernschlachen
wurden,werden
Poelkappelle,Poelkappell
und,und
Lange-,Lange
 , 
mark,Mark
genommen,nehmen
.,--
al,--
*,*
 , 
4,4
N,N
 , 
Mit,mit
der,der
Eroberung,Eroberung
von,von
Langemard,Langemard
>,>
und,und
Posolkapelle,Posolkapelle
mußten,müssen
die,der
Engländer,Engländer
den,der
Deutschen,deutsche
zwei,zwei
Orte,Ort
Überlassen,Überlassen
