Token,Lemma
Die,der
Schlecht,Schlecht
in,in
Benetien,Benetie
.,--
 , 
Telegraphisher,Telegraphisher
Bericht,Bericht
",",--
Wien,Wien
",",--
20.,20.
Juni,Juni
.,--
 , 
flieger,Flieger
am,an
Kampf-,Kampf
und,und
Aufklärungs-,Aufklärung
dienst,Dienst
gedac,Gedac
',--
.,--
Von,von
unseren,unser
Kampfe,Kampfe
fliegern,fliegern
errang,erringen
Hauptmann,Hauptmann
 , 
Befestigung,Befestigung
der,der
bisherigen,bisherig
Erfolge,Erfolg
.,--
=,=
Geringe,gering
Verluste,Verlust
unferer,unfer
Verbündeien,Verbündeien
.,--
 , 
Telegr,Telegr
",",--
unseres,unser
Korrespondenten,Korrespondent
.,--
 , 
pen,pen
der,der
Armee,Armee
Wurm,Wurm
",",--
langsam,langsam
",",--
eber,Eber
beständig,beständig
an,an
Boden,Boden
gewinnt,gewinnen
",",--
und,und
der,der
Nordflügel,Nordflügel
;,--
der,der
den,der
Montells,Montell
in,in
über,über
»,--
%,%
genommen,nehmen
hat,haben
",",--
 , 
iner,in
Gell,Gell
 , 
','
gefot,gefot
Aucß,Aucß
bei,bei
Gevil,Gevil
die,der
Bahn,Bahn
erreicht,erreichen
und,und
stellenweise,stellenweise
überschritlen,überschritlen
",",--
wodurch,wodurch
sich,sich
der,der
Drud,Drud
auf,auf
die,der
Zteliener,Zteliener
 , 
in,in
südwestlicher,südwestlich
Richtung,Richtung
wesentlich,wesentlich
stärkt,stärken
hat,haben
.,--
 , 
Der,der
Montello,Montello
war,sein
das,der
Ziel,Ziel
mehrerer,mehrere
ifelter,ifelt
italienischer,italienisch
Gegen-,Gegen
riffe,Riffe
",",--
die,der
jedoeh,Jedoeh
avsnahmslos,avsnahmslos
bintia,Bintia
scheiterten,scheitern
",",--
während,während
die,der
eigenen,eigen
erkämpf-,erkämpf-
ten,ten
in,in
ftecem,Ftecem
Vordringen,Vordring
nach,nach
Süden,Süden
en,--
Festigkeit,Festigkeit
gewinven,gewinven
.,--
Die,der
ganze,ganz
Art,Art
der,der
Kämpfe,Kampf
deutet,deuten
darauf,darauf
hin,hin
",",--
daß,daß
es,es
sich,sich
um,um
eine,ein
Dauerstellung,Dauerstellung
handeln,handeln
dürfte,dürfen
.,--
 , 
Die,der
Gefangenenzahl,Gefangenenzahl
erhöht,erhöhen
sich,sich
täg-,täg
ih,ih
.,--
Erfreulich,erfreulich
sind,sein
die,der
geringen,gering
Verluste,Verlust
unse-,unse
rer,rer
Truppen,Truppe
.,--
Während,während
sonst,sonst
erzwungene,erzwungen
Fluß,Fluß
»,--
übergänge,übergäng
starke,stark
Opfer,Opfer
kosten,kosten
",",--
ist,sein
der,der
Uebergang,Uebergang
über,über
die,der
hoc&4,hoc&4
angeidwoliene,angeidwolien
Piave,Piave
dank,dank
de,de
Alänzenden,Alänzend
Arbeit,Arbeit
de,de
:,--
Rrtillerie,Rrtillerie
und,und
der,der
tech,tech
»,--
nischen,nisch
Truppen,Truppe
nahezu,nahezu
ohne,ohne
Verluste,Verlust
vor,vor
sich,sich
gevangea,vangea
.,--
Manche,mancher
Regimenter,Regimenter
hatten,haben
feinen,fein
einzigen,einzig
Taten,Tat
und,und
nur,nur
.,--
 , 
ver,v
",",--
 , 
Habamtlich,Habamtlich
wird,werden
mitgeteflt,Mitgeteflt
:,--
 , 
litten,leiden
",",--
die,der
Initiative,Initiative
verloren,verlieren
und,und
sind,sein
vollständig,vollständig
in,in
die,der
Defensive,Defensive
gedäugt,gedäugen
.,--
Die,der
ftolze,ftolz
Manövrierarmee,Manövrierarmee
Fochs,Foch
",",--
die,der
die,der
Entscheidung,Entscheidung
bringen,bringen
sollte,sollen
",",--
befteht,beftehen
als,als
solche,solcher
nicht,nicht
mehr,mehr
.,--
Die,der
Gefangenen-,Gefangen
und,und
blutigen,blutig
Verluste,Verlust
des,der
Feindes,Feind
",",--
die,der
Ein-,Ein-
buße,bußen
an,an
Material,Material
haben,haben
eine,ein
ungeheure,ungeheuer
Höhe,Höhe
erreicht,erreichen
.,--
 , 
In,in
dem,der
6829,6829
Quadratkilometer,Quadratkilometer
großen,groß
Ge,Ge
»,--
biet,bien
",",--
daß,daß
Lie,Lie
Entente,Entente
im,in
Westen,Westen
inerhalb,inerhalb
dreier,Dreier
kurzer,kurz
Monate,Monat
verloren,verlieren
hat,haben
",",--
befinden,befinden
fich,fich
allein,allein
in,in
dem,der
Sommegebiet,Sommegebiet
52,52
",",--
in,in
Flandern,Flandern
37,37
",",--
an,an
der,der
Aisne,Aisne
15,15
Städte,Stadt
mit,mit
über,über
1000,1000
Ein-,Ein-
wohnern,wohnern
.,--
Demgegenüber,demgegenüber
beträgt,betragen
der,der
Raum,Raum
