Token,Lemma
DB,dB
|,|
RIGE,RIGE
1,1
JADE,JADE
nE,nE
CIE,CIE
BEKES,BEKES
|,|
ZEAE,ZEAE
GO,GO
BBs,BBs
 , 
im,in
 , 
|,|
En,En
 , 
Z|,Z|
Üwi,üwi
|,|
YPRSE,YPRSE
|,|
BSE,BSE
1,1
RES,RES
 , 
4,4
 , 
ar,ar
:,--
 , 
i,i
 , 
(,--
98,98
!,--
 , 
pr,pr
 , 
pur,pur
|,|
8,8
 , 
„,--
UBr.131.,UBr.131.
 , 
R,R
Beat,Beat
Berner,Berner
Ett,Ett
.,--
Erle,Erle
),--
;,--
ür,ür
",",--
3,3
Berliner,Berliner
 , 
Litauens,Litauen
Anerkennung,Anerkennung
darc,darc
<,<
DJeutschland,DJeutschland
.,--
 , 
Telegrophisher,Telegrophisher
Bericht,Bericht
.,--
 , 
Kowns,Kowns
",",--
10.,10.
Mai,Mai
.,--
 , 
Dem,der
Präsidium,Präsidium
des,der
"""",--
itauischen,itauisch
Landesrats,Landesrat
ist,sein
am,an
4.,4.
d.,d.
M.,M.
die,der
von,von
Seiner,Seiner
Masestät,Masestät
dem,der
Keiser,Keiser
und,und
König,König
unterschriebene,unterschrieben
Urkunde,Urkunde
aus,aus
»,--
gehändigt,händigen
worden,werden
",",--
durch,durch
",",--
die,der
der,der
unabhän,Unabhän
»,--
gige,gig
litauische,litauisch
Staat,Staat
vom,von
Deutschen,deutsch
Reiche,Reiche
anerkannt,anerkennen
wird,werden
.,--
Die,der
Ueberreichung,Ueberreichung
ge,ge
»,--
schach,schechen
in,in
feierlicher,feierlich
Form,Form
durch,durch
den,der
Chef,Chef
der,der
Militärverwaltung,Militärverwaltung
Litauen,Litauen
",",--
der,der
in,in
einer,ein
An-,An
Fprache,Fprach
dem,der
jungen,jung
litauischen,litauisch
Etaate,Etaat
Glüd»-,glüd»-
und,und
Segenowünsche,segenowünsche
mit,mit
auf,auf
den,der
Weg,Weg
gab,geben
:,--
 , 
Der,der
Inhalt,Inhalt
der,der
Urkunde,Urkunde
ist,sein
gleichlautend,gleichlautend
mit,mit
der,der
Antwort,Antwort
",",--
die,der
der,der
Reichskanzler,Reichskanzler
der,der
litauischen,litauisch
De,De
eg,eg
in,in
Berlin,Berlin
am,an
23.,23.
März,März
dieses,dieser
Jahres,Jahr
er,er
!,--
hat,haben
