Token,Lemma
eien,eien
wei,wei
",",--
 , 
[,[
IS,IS
 , 
-,--
BERUNER|,BERUNER|
 , 
Mai,Mai
1919.,1919.
 , 
srahe,srah
22.,22.
wdr,Wdr
“,--
rs,rs
 , 
Antwort,Antwort
Clemenceaus,Clemenceaus
an,an
Brod,Brod
>,>
dorff-Fankau,dorff-Fankau
.,--
Kriegsgefangene,Kriegsgefangene
und,und
Arbeiterrecht,Arbeiterrecht
",",--
 , 
Zwei,zwei
neue,neu
deutsche,deutsch
Vorschläge,Vorschlag
.,--
 , 
Dur,Dur
Anregungen,Anregung
praftischer,praftisch
Ark,Ark
.,--
 , 
7,7
Telegraphisher,Telegraphisher
Buricht,Buricht
",",--
"""",--
Verfailles,Verfailles
",",--
11,11
",",--
Mal,Mal
.,--
Die,der
Rote,Rote
der,der
deutschen,deutsch
Friedensdelegation,Friedensdelegation
Über,über
die,der
allgemeine,allgemein
Beurteilung,Beurteilung
des,der
Friedens-,Friedens-
entwurfes,entwurf
wurde,werden
dur,dur
<,<
Clemenceau,Clemenceau
am,an
16.,16.
Mai,Mai
mit,mit
folgender,folgend
Note,Note
beantwortet,beantworten
:,--
„,--
Herr,Herr
Vorfihender,vorfihend
!,--
Die,der
Vertreter,Vertreter
der,der
alliierten,alliierter
und,und
assoziierten,assoziiert
Mächte,Mächt
Haben,Haben
von,von
der,der
Note,Note
Kenntnis,Kenntnis
ge-,ge
nommen,nommen
",",--
welche,welcher
die,der
Bemerkungen,Bemerkung
der,der
deutschen,deutsch
Bevollmächtigten,bevollmächtigter
zum,zu
Texte,Text
der,der
gen,gen
enthält,enthalten
.,--
In,in
Beantwortung,Beantwortung
dieser,dieser
Mitteilung,Mitteilung
möchten,möchten
sie,sie
die,der
deutsche,deutsch
Delegation,Delegation
daran,daran
erinnern,erinnern
",",--
daß,daß
sie,sie
sich,sich
bei,bei
der,der
der,der
 , 
[,[
ei,ei
leiten,leiten
lassen,lassen
",",--
nach,nach
denen,der
der,der
Waffenstillstand,Waffenstillstand
und,und
die,der
Friedens-,Frieden
WWNNieeien,WWNNieei
vorgoschlagen,vorgoschlagen
worden,werden
 , 
Die,der
Vertreter,Vertreter
der,der
alliierten,alliierter
und,und
 , 
1,1
|,|
 , 
jeeueezran,jeeueezran
1EIAU|,1EIAU|
 , 
.,--
ur,ur
141,141
H,H
:,--
1,1
;,--
eie,eie
ZILITEENN,ZILITEENN
 , 
HU,HU
118,118
I,I
HH,HH
78,78
 , 
pe,pe
],]
|,|
j,j
 , 
Orundsäpen,Orundsäpe
habe,haben
leiten,leiten
lassen,lassen
",",--
bleibt,bleiben
als,als
Basis,Basis
dis,dis
Willonprogramms,Willonprogramm
für,für
weitere,weit
Verhandlut,Verhandlut
 , 
Jandlungsart,Jandlungsart
insofern,insofern
vor,vor
",",--
als,als
nur,nur
vom,von
vorgs,Vorgs
»,--
legten,legt
Ententetezt,Ententetezt
",",--
nicht,nicht
von,von
den,der
ganz,ganz
neuen,neu
deutschen,deutsch
Entwürfen,Entwürf
aus,aus
debattiert,debattieren
werden,werden
solle,sollen
",",--
aber,aber
auch,auch
dies,dieser
lasse,lassen
noch,noch
ziemlich,ziemlich
breite,breit
Möglich,Möglich
»,--
keiten,kein
offen,offen
.,--
Freilich,freilich
sei,sein
die,der
baldige,baldig
Kollision,Kollision
verschiedener,verschieden
Auffassung,Auffassung
der,der
Wilsonpunkte,Wilsonpunkt
vor,vor
»,--
 , 
General,General
Maerker,Maerker
in,in
Leipzig,Leipzig
.,--
 , 
"""",--
7,7
"""",--
Das,der
Standrecht,Standrecht
verhängt,verhängen
.,--
Telegn,Telegn
",",--
nuseres,nuser
SRE,SRE
NUE,NUE
.,--
Leipzig,Leipzig
",",--
11.,11.
 , 
Heute,heute
friß,friß
find,find
Regierungstruppen,Regierungstruppe
unter,unter
General,General
Maerker,Maerker
von,von
vier,vier
Geiten,Geit
ker,ker
in,in
Leip-,Leip
 , 
er,er
die,der
Beseßung,Beseßung
Stadt,Stadt
anzeigte,anzeigen
und,und
das,der
Etondrecht,Etondrecht
verhängte,verhängen
.,--
Gegen,gegen
4,4
Uhr,Uhr
morgens,morgens
der,der
Einmarsch,Einmarsch
der,der
Trup-,Trup
 , 
saßungen,Saßunge
entwaffnet,entwaffnen
",",--
und,und
dann,dann
begann,beginnen
die,der
Besehung,Besehung
der,der
Hanptpost,Hanptpost
",",--
des,der
Hauptbahn-,Hauptbahn
hofes,hofes
",",--
des,der
Eilenburger,Eilenburger
und,und
Bayerischen,bayerisch
Bahn-,Bahn
 , 
In,in
der,der
Standrectsverkändiqung,Standrectsverkändiqung
des,der
 , 
vals,vals
Maerker,Maerker
heißt,heißen
es,es
",",--
daß,daß
er,er
beauftragt,beauftragen
die,der
Reglern,Regler
It,It
der-,der
fäc-,fäc
sischen,sisch
Reg,Reg
wiederherzu-,wiederherzu
Lellen,Lellen
und,und
auf,auf
die,der
Dauer,Dauer
zu,zu
fichern,fichern
",",--
die,der
Sicherheitstruppen,Sicherheitstruppe
",",--
welche,welcher
sich,sich
cus,cus
Unabhängigen,Unabhängige
und,und
Gpartokisten,Gpartokist
zusammensezen,zusammensezen
",",--
zu,zu
gutwaffnen,gutwaffn
und,und
aufzulösen,Aufzulöse
und,und
auf,auf
diese,dieser
Weise,Weise
die,der
in,in
den,der
 , 
Händen,Hand
der,der
Zivilbevölkerung,Zivilbevölkerung
befindlichen,befindlichen
",",--
Waffen,Waffe
sowohl,sowohl
in,in
Leipzig,Leipzig
wie,wie
in,in
dessen,der
Umgebung,Umgebung
ein-,ein
zuziehen,zuziehen
.,--
Ferner,ferner
übernimmt,übernehmen
er,er
die,der
oberste,oberer
milie,milie
tävische,tävisch
und,und
zivile,zivil
Gewalt,Gewalt
",",--
Alle,aller
Behörden,Behörde
bleiben,bleiben
in,in
Tätigkeit,Tätigkeit
.,--
 , 
Die,der
Leipziger,Leipziger
Volkszeitung,Volkszeitung
und,und
die,der
Rote,rot
Fohne,Fohne
find,find
bis,bis
auf,auf
weiteres,weit
ver-,ver
 , 
e,e
boten,boten
.,--
Alle,aller
Bürger,Bürger
haben,haben
sofort,sofort
die,der
Waffen,Waffe
abzuliefern,abliefern
.,--
Perfonen,Perfon
",",--
die,der
unter,unter
Anwendung,Anwendung
von,von
Gewalt,Gewalt
pllindern,pllindern
gder,gd
Soldaten,Soldat
zur,zu
Untrene,Untrene
verleiten,verleiten
",",--
werden,werden
mit,mit
dem,der
Tode,Tod
bestraft,bestrafen
.,--
Die,der
Geiseln,Geisel
wurden,werden
enthaftet,enthaften
.,--
Nookes,Nookes
Tritppen,Tritppe
machen,machen
einen,ein
varzlial,Varzlial
"""",--
chen,ch
Eindruek,Eindruek
und,und
betrogen,betrügen
 , 
werden,werden
.,--
Eine,ein
spätere,spät
Meldung,Meldung
befagt,befagen
:,--
Die,der
Besewung,Besewung
wor,wor
fo,fo
qut,qut
vorbereitet,vorbereiten
",",--
daß,daß
sie,sie
zu,zu
einer,ein
völti-,völti
gen,gen
Yebderrumvpelung,Yebderrumvpelung
Die,der
Truppen,Truppe
kamen,kommen
aus,aus
Berlin,Berlin
",",--
Halle,Halle
",",--
Torgou,Torgou
",",--
Weimar,Weimar
",",--
Merseburg,Merseburg
",",--
Brounscchweig,Brounscchweig
und,und
Mün,Mün
den,der
 , 
Versailles,Versailles
",",--
10.,10.
Mai,Mai
.,--
Telegraphisher,Telegraphisher
Bericht,Bericht
Der,der
Vorsikende,Vorsikende
der,der
deutschen,deutsch
Friedensdele-,Friedensdele-
|,|
.t,.t
.,--
hat,haben
heute,heute
folgende,folgend
Roten,rote
an,an
den,der
Präfi-,Präfi-
nten,nen
der,der
Friedensfonferenz,Friedensfonferenz
Clemenceau,Clemenceau
ge-,ge
Versailles,Versailles
",",--
deu,deu
10.,10.
Mai,Mai
1919.,1919.
 , 
Die,der
Log,Log
+,+
Lap,Lap
iogn,iogn
nn,nn
wem,wem
],]
Hat,haben
mit,mit
Be-,Be
 , 
wurf,Wurf
von,von
der,der
Anerkennung,Anerkennung
des,der
Grundsaßes,Grundsaß
einer,ein
mit,mit
arößter,arößt
Beschleunigung,Beschleunigung
auszusüh-,auszusüh
 , 
dieser,dieser
Fragen,Frage
au,au
eine,ein
besonder,Besonder
.,--
zu,zu
verweisen,verweisen
.,--
Unmittelbare,Unmittelbar
münd-,münd
liche,lich
Aussprachen,Aussprache
zwischen,zwischen
fast,fast
 , 
möglichst,möglichst
geordneten,geordnet
Verhältulssen,Verhältuls
mat,mat
zurücfehren,Zurücfehren
und,und
dort,dort
khleuniguag,Khleuniguag
dem,der
 , 
j,j
ij,ij
144,144
Hin,Hin
ve,ve
 , 
vorte,voren
",",--
alles,alle
gesyieht,gesyiehen
",",--
um,um
 , 
liche,lich
Vers,Ver
/,--
assung,Assung
der,der
Heimkehrenden,Heimkehrende
Virtschaftslage,Virtschaftslag
es,es
für,für
 , 
Deutschland,Deutschland
unmöglich,unmöglich
",",--
die,der
erfor,erfor
!,--
Ga,Ga
 , 
zantien,zantien
aus,aus
einener,einen
Kraft,Kraft
zu,zu
schaffen,schaffen
.,--
Hierbek,Hierbek
 , 
kommt,kommen
namentlich,namentlich
die,der
Ernährung,Ernährung
und,und
die,der
Be-,Be
 , 
gez,gez
.,--
Brotfdorfs-Rauzon,Brotfdorfs-Rauzon
",",--
 , 
.,--
*,*
Versailles,Versailles
",",--
den,der
10,10
",",--
Mal,Mal
2818.,2818.
Herr,Herr
Präsident,Präsident
!,--
 , 
Uvfer,Uvfer
Bezugnahnae,Bezugnahnae
auf,auf
die,der
Artikel,Artikel
85,85
und,und
55,55
der,der
überreichten,überreicht
Vorschläge,Vorschlag
für,für
die,der
Errichtung,Errichtung
 , 
fichfs,fichfsn
der,der
